Time,LVMH,LOREAL,HERMES INTL.,TOTALENERGIES,SANOFI,BNP PARIBAS,SCHNEIDER ELECTRIC,ESSILORLUXOTTICA,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,AXA,IBERDROLA,KERING,BANCO SANTANDER,INTESA SANPAOLO,VINCI,SAFRAN,STELLANTIS,ING GROEP,PERNOD-RICARD,BBV.ARGENTARIA,DANONE,UNICREDIT,CRH,NOKIA,KONINKLIJKE AHOLD DELHAIZE,ALLIANZ (XET),BASF (XET),BAYER (XET),BMW (XET),SIEMENS (XET)
1994-01-27,17.9494,18.4047,8.859,11.9236,9.599,20.8614,16.7582,5.7549,16.7504,10.4273,0.8833,26.539,1.6677,0.9473,10.871,9.4315,4.4151,6.0272,16.9706,1.6847,17.1904,27.1181,4.13,0.8278,6.5376,113.897,7.498,16.982,10.535,21.24
1994-02-27,17.7814,17.2683,9.0453,12.0364,9.013,19.6485,16.4946,5.7092,15.7288,10.104,0.8281,24.7917,1.5957,0.9876,10.4354,8.7113,4.6429,6.0064,16.0543,1.6949,16.3272,31.2883,4.026,0.812,6.4735,104.785,7.516,16.803,12.619,20.149
1994-03-27,19.1666,16.908,9.1639,11.9236,9.0216,18.2592,15.8167,5.5263,15.8252,8.9622,0.7966,23.5002,1.591,0.9473,9.2424,8.2119,4.9676,5.6236,15.4591,1.6289,15.3742,28.6551,4.329,1.0696,6.3069,103.128,8.288,18.123,12.528,20.983
1994-04-27,20.7109,16.8387,8.9776,12.8263,8.5219,18.6121,16.9766,5.7778,15.5553,9.2236,0.7729,25.0702,1.3495,1.0189,9.4295,8.6765,6.6881,5.4217,14.9932,1.6568,15.4102,31.8721,4.162,1.2062,6.0633,109.672,8.666,18.665,13.497,22.467
1994-05-27,20.1204,16.2427,8.9776,11.7355,7.9187,18.7444,14.687,5.3738,15.1698,8.9278,0.8045,25.9614,1.4099,0.9272,9.1676,8.3774,6.4507,5.2895,14.9188,1.6492,15.4641,26.6296,3.691,1.0775,5.8967,101.268,8.009,17.128,13.099,20.581
1994-06-27,19.2348,15.328,9.13,11.6264,7.2897,17.5315,13.2183,5.107,14.418,7.848,0.739,23.6215,1.2517,0.905,7.4875,7.3175,6.1502,5.1712,14.954,1.4995,14.2774,24.9019,3.43,1.1248,5.589,98.05,7.657,16.167,12.206,19.478
1994-07-27,21.4331,16.908,9.9939,11.5023,8.2892,18.9649,15.4778,5.8998,15.7673,9.2924,0.7351,27.2985,1.4015,0.8697,8.61,7.7676,6.4749,5.4983,15.976,1.5223,14.7988,25.6168,4.057,1.3455,5.8711,105.731,7.925,16.874,13.676,20.134
1994-08-27,22.2574,17.0881,9.96,11.8107,8.2806,18.149,16.0803,5.8007,15.9215,8.9347,0.7043,26.5464,1.4455,0.8677,8.494,7.2304,6.3586,5.5681,15.6471,1.5452,15.2124,26.3317,3.885,1.3928,5.9736,104.057,8.406,17.51,13.249,20.804
1994-09-27,21.2582,15.2865,10.5529,12.0364,8.2272,17.4139,14.2689,5.8617,15.6266,7.817,0.6499,25.5714,1.4015,0.8748,7.7008,7.2885,6.5767,5.2057,14.0965,1.6289,13.0906,26.3913,3.743,1.4559,6.3069,100.925,7.802,16.619,12.213,19.454
1994-10-27,20.309,14.746,10.2818,12.1493,8.5477,18.0534,14.3104,5.8312,14.8633,8.1196,0.6396,25.655,1.3988,0.8748,7.4837,7.5208,5.8158,5.373,13.5326,1.6238,12.659,21.2412,3.681,1.8396,6.2556,96.848,7.915,16.096,11.921,18.36
1994-11-27,21.4331,16.021,10.1802,12.5856,8.8407,19.2589,14.6229,5.7473,15.2238,8.9794,0.6933,27.2985,1.4647,0.8828,7.8579,7.6079,5.8497,5.6308,15.2524,1.7481,13.7559,21.9083,3.628,1.7476,6.6658,102.555,7.846,16.12,11.858,18.36
1994-12-27,21.8827,15.924,9.689,12.2358,8.7511,19.2442,13.9488,5.6406,15.6478,8.9725,0.6396,26.24,1.3905,0.8727,7.3715,7.7473,5.9079,5.7911,15.2759,1.6543,14.1155,22.8689,3.743,1.8159,6.9222,108.005,8.142,17.006,12.229,19.403
1995-01-27,20.8086,14.8014,9.4688,11.239,8.8235,17.3183,13.2672,5.4653,15.3934,7.1945,0.6207,27.0478,1.3218,0.8828,6.3237,7.6428,6.3634,5.596,13.9273,1.6847,13.0007,27.0184,3.691,1.9131,6.6787,100.11,8.262,16.799,11.605,19.612
1995-02-27,20.6087,16.118,9.6043,10.8177,9.3439,17.2007,13.5007,5.4882,15.7538,7.8136,0.6168,27.7999,1.2531,1.042,6.5483,7.8693,6.0484,5.6378,14.8953,1.7202,13.4862,23.1091,3.775,1.7739,6.7812,107.705,8.268,16.945,12.126,20.134
1995-03-27,22.9069,17.6148,10.3665,10.592,9.5025,17.2595,12.7588,5.8464,16.4747,8.5736,0.5899,30.6411,1.2119,1.0703,5.8747,7.9418,6.2956,5.3451,16.023,1.6314,14.619,21.4146,3.725,1.7187,6.8197,101.096,7.117,15.865,10.789,19.135
1995-04-27,23.4315,18.0998,10.7561,11.807,9.3646,17.7741,14.3744,6.7459,16.8564,8.9347,0.6452,31.3097,1.2091,1.0582,6.436,8.058,6.5524,5.6308,15.9666,1.6796,14.6729,24.6168,3.963,1.8185,6.9607,109.85,7.866,16.049,11.241,20.238
1995-05-27,23.3316,17.7811,11.6031,11.3669,9.8747,16.8993,14.589,6.7687,16.3263,9.0757,0.6759,30.2512,1.2847,1.0985,6.885,8.0435,6.1308,5.9932,15.2618,1.8166,14.2594,23.9097,4.078,2.1549,6.8709,109.078,7.649,16.026,11.858,19.851
1995-06-27,22.4823,17.102,11.2643,10.9531,9.1164,17.3624,14.1974,6.6392,16.1355,9.1548,0.7288,28.9141,1.3177,1.1368,5.74,8.0725,5.8449,6.0977,14.712,1.8065,14.4212,25.9911,4.256,2.5754,7.1658,111.918,7.669,16.355,12.379,20.754
1995-07-27,22.4573,17.9474,11.5861,11.6227,10.5468,17.017,15.4401,6.4486,16.7292,9.3955,0.7674,28.6912,1.3933,0.9433,5.6876,8.0435,6.0096,6.265,15.1537,1.9029,15.4282,26.2046,4.496,3.0799,7.217,118.633,8.191,17.581,13.157,22.074
1995-08-27,23.1817,18.0028,11.7724,11.743,10.502,15.8041,15.8996,6.6468,17.4925,9.8564,0.7848,28.8584,1.4427,0.9534,5.1825,8.0406,5.8739,6.5228,14.9517,1.9613,15.4102,27.8857,4.538,3.1851,7.5503,119.663,8.413,18.074,12.964,22.414
1995-09-27,23.0318,17.005,14.2624,10.6522,10.8398,14.3413,14.4535,6.4486,16.3263,9.0104,0.7437,28.552,1.4097,0.8606,4.4154,7.8925,5.8594,6.488,12.9734,1.9232,14.3493,25.0838,4.392,3.0799,7.6785,115.074,7.994,17.227,12.292,21.549
1995-10-27,24.0061,15.8547,14.8553,11.1562,11.7532,13.5621,13.3915,6.6315,17.026,9.0241,0.7098,28.2734,1.4372,0.8042,3.8541,7.7502,4.958,6.3834,13.3259,1.8699,13.666,23.8163,4.256,2.5333,7.6016,112.231,7.836,17.157,11.684,21.57
1995-11-27,23.9561,17.5039,14.9061,11.6227,10.794,16.9508,14.6116,7.0203,17.4501,10.6955,0.8242,27.9391,1.6241,0.7861,4.5277,7.7792,4.735,7.2894,13.979,2.0729,14.637,23.0157,4.601,2.3967,8.2682,124.9,8.158,17.713,12.376,22.42
1995-12-27,25.4299,18.1969,15.4651,12.2734,11.6925,16.4656,12.7287,7.2566,17.3017,11.2973,0.8755,27.1313,1.6241,0.8596,4.0599,7.8693,4.9531,7.5124,13.1144,2.182,14.0616,24.6835,4.862,1.829,8.3323,128.213,8.288,18.123,11.755,23.681
1996-01-27,28.6024,19.3887,17.1082,13.0068,12.7617,14.9073,14.3405,8.2932,18.9343,11.5627,0.9307,31.254,1.6653,0.8969,4.0375,8.6968,5.21,7.7354,14.4724,2.3292,14.3493,25.7109,4.946,1.7502,8.563,129.511,8.948,20.88,13.202,25.067
1996-02-27,28.2527,19.6382,19.8861,12.5592,13.2659,14.1869,15.892,9.307,19.0615,11.5095,0.9307,33.4267,1.6626,0.8395,4.1647,8.9291,4.7544,7.4427,14.8201,2.4738,14.3313,23.6295,5.49,1.7618,8.7553,126.064,9.331,21.022,12.914,24.85
1996-03-27,31.1754,21.0102,22.0204,13.2137,14.009,14.5986,17.2176,9.4518,19.2735,11.1797,0.9031,33.9838,1.6076,0.8193,4.8644,9.4663,4.8029,8.1535,14.9,2.3545,14.9247,22.4286,5.772,1.6503,9.8962,125.348,10.254,24.293,12.372,24.36
1996-04-27,32.899,22.0635,23.2061,13.2401,15.6014,15.4512,18.3022,9.9168,19.7824,10.747,1.0056,43.4268,1.69,0.9413,4.4491,9.3502,5.2439,9.0734,15.2054,2.4966,13.9357,26.4847,6.138,1.8007,10.8704,118.812,11.031,24.038,13.281,25.147
1996-05-27,32.0747,22.0774,23.7143,13.7328,15.1654,13.9737,18.9575,9.8406,19.3583,10.4348,1.0253,44.6525,1.6571,0.911,4.1909,9.1092,5.2924,9.2407,15.9337,2.4915,13.7199,25.7509,6.222,2.0729,11.6652,116.171,10.814,24.213,13.193,25.46
1996-06-27,30.2511,23.6019,23.0367,14.2932,14.6346,13.1505,20.1776,10.4809,19.2947,9.8851,1.0135,50.3071,1.6488,0.8355,4.116,8.9582,4.9531,8.9203,15.4309,2.5727,13.9537,24.1365,6.41,1.7502,11.8575,116.999,11.082,25.245,13.858,24.187
1996-07-27,27.6032,22.7454,21.021,13.3341,14.8052,12.9005,17.0971,10.4428,18.5102,9.6616,0.9149,45.6831,1.6571,0.7558,3.7419,8.6823,4.5169,8.4324,14.6368,2.7706,13.1625,22.3353,6.012,1.6609,10.7551,117.424,10.254,23.515,13.245,22.935
1996-08-27,27.4783,25.1236,19.9031,14.1052,15.2374,13.5254,17.5038,10.1226,18.7859,10.293,0.8912,46.6024,1.7807,0.7236,3.7007,8.238,4.5993,9.1816,14.8013,2.6945,12.9467,23.3226,6.378,1.9594,12.0498,121.05,11.348,25.528,13.592,23.633
1996-09-27,27.4533,26.1297,20.2418,15.1207,15.7568,14.1796,18.257,10.2674,18.682,10.8108,0.9859,52.3685,1.8192,0.6752,3.4612,8.6823,4.1195,9.2339,13.0486,2.9838,13.3963,23.5361,6.64,2.1276,12.3318,121.095,12.307,26.508,13.84,24.217
1996-10-27,28.5525,27.4103,22.3592,15.3163,17.6677,14.5177,18.837,10.3132,18.5654,11.3499,1.0766,53.0648,1.8577,0.6611,3.6483,9.1672,4.0904,9.5649,12.6163,3.1512,12.8748,21.4413,6.587,2.2443,13.1009,125.124,12.156,27.159,14.228,23.564
1996-11-27,31.725,28.1268,22.4439,15.8956,17.6297,14.9073,18.8144,11.4947,18.5654,11.0378,1.1397,55.5719,1.9099,0.6792,4.3742,9.3647,4.2649,10.2269,13.5091,3.2933,13.612,21.548,6.378,2.6595,13.1907,122.752,13.943,28.257,15.376,21.454
1996-12-27,35.522,29.4531,24.5612,15.8279,19.3359,14.8117,17.7373,11.6166,19.1252,11.6762,1.4591,57.3825,2.2534,0.7579,3.9402,9.2747,4.105,10.6799,13.3775,3.5521,13.0007,22.2819,6.242,2.7951,13.8444,124.363,15.106,29.02,16.683,21.412
1997-01-27,37.1457,28.9653,27.3561,17.3399,20.7007,16.7009,20.1023,12.2721,19.5217,12.5913,1.258,66.6305,2.2891,0.8566,4.5015,9.2921,5.1567,12.2828,13.7253,3.953,14.2234,30.7543,6.587,3.2534,14.4982,125.885,15.093,28.973,16.292,23.409
1997-02-27,35.0224,30.1544,26.5939,17.3362,21.042,18.9649,23.3109,11.6242,20.9444,13.4284,1.2698,68.8033,2.6684,0.8264,4.9655,9.1672,4.9434,13.1365,14.7637,4.3285,15.9137,31.288,6.859,3.2481,15.9467,149.522,16.055,33.597,17.945,25.484
1997-03-27,34.1231,30.0019,26.8141,18.3141,20.8524,18.3842,24.2523,12.5008,20.7345,13.2049,1.2501,67.4105,2.7151,0.7679,4.5651,9.205,5.2584,12.8751,14.8342,4.3691,16.0395,32.0885,6.504,3.1378,16.7543,151.671,16.042,32.711,21.13,26.491
1997-04-27,33.3487,29.6818,25.9163,17.4377,20.0941,17.4065,24.0038,12.2874,19.4284,12.5168,1.2698,64.1513,2.8387,0.8526,5.0702,8.6097,5.2633,13.0668,13.7863,4.7243,15.0865,31.1546,6.682,3.2218,16.8184,144.419,16.898,32.004,22.008,26.855
1997-05-27,35.2722,31.7703,25.5606,20.3114,20.0562,18.443,22.3995,10.9916,21.2243,13.095,1.5064,68.7197,3.5175,0.8526,4.6736,8.5371,5.3651,15.3666,13.8568,5.3028,16.1474,34.0899,6.849,3.6938,18.8438,169.668,16.476,32.192,23.508,29.657
1997-06-27,38.6445,38.1122,27.949,22.1921,22.0656,18.3768,24.3954,12.1121,22.6004,13.1553,1.4906,81.3383,3.8665,1.03,4.5838,8.7113,5.9951,15.8195,14.2797,6.1299,17.6579,42.2288,7.215,4.1027,21.3179,168.414,16.315,32.004,22.556,31.221
1997-07-27,40.6929,38.0055,28.4571,23.1325,22.1794,20.435,27.0391,12.7981,22.5537,14.081,1.3408,79.3884,3.5697,1.8463,5.5192,8.9814,6.7705,17.7186,14.5664,6.3938,17.4601,48.0328,7.163,4.7292,24.3816,210.943,17.972,37.259,23.668,37.108
1997-08-27,34.5228,33.8437,27.1867,22.4178,22.6343,20.3101,24.2147,11.6852,21.8773,14.0243,1.3644,73.5387,3.4831,2.0458,5.1076,8.5633,5.8642,16.2899,13.932,6.1654,16.543,48.2329,7.56,4.5306,21.0358,182.874,16.106,31.674,20.791,33.755
1997-09-27,31.4752,35.5206,22.8673,25.5397,20.5491,21.9713,27.9203,12.1578,22.2971,14.0065,1.4197,77.522,3.9118,2.3763,5.4257,8.1451,6.8451,15.8544,13.6078,6.8505,16.2913,58.9069,7.989,5.0667,20.1898,188.47,16.042,33.112,23.557,35.484
1997-10-27,25.1801,30.3678,19.1069,23.8095,19.3359,20.5379,24.5536,11.266,20.7811,14.12,1.3408,70.196,3.3389,2.589,5.6091,8.1306,6.28,14.5477,12.2874,6.1198,15.7339,59.3072,8.574,4.8459,19.9206,185.336,15.224,29.459,20.316,32.846
1997-11-27,24.5306,34.0723,21.4699,23.1701,22.1414,21.0231,23.7251,12.5008,21.0843,15.1557,1.5222,83.1489,3.681,2.7133,5.3509,7.7095,5.3098,14.0599,14.0965,6.9342,17.0105,61.9756,8.281,4.5306,20.5359,188.134,15.883,30.991,20.797,31.594
1997-12-27,23.8062,32.5631,19.8692,23.3958,24.075,22.5226,23.5142,13.5908,20.9677,16.351,1.538,86.1294,3.8459,3.0309,5.7812,7.6486,5.3684,14.3212,16.2767,7.056,19.2223,68.1132,8.26,3.8893,19.8821,202.571,15.847,29.906,19.605,30.894
1998-01-27,24.9553,35.6883,20.9871,23.0948,24.8712,22.0154,25.1712,14.4445,21.3409,17.2732,1.8298,99.3608,4.5178,3.6873,6.668,9.0888,6.3973,16.0634,17.6206,8.3728,19.9595,81.7892,8.864,4.2562,21.7281,236.729,15.674,32.089,21.56,32.324
1998-02-27,30.5759,41.8015,24.2394,25.126,26.1603,27.0507,28.5454,14.2463,22.9502,20.891,1.7548,111.1995,5.8698,3.884,6.9224,10.8311,6.7065,18.8684,18.7013,10.702,22.1173,91.6626,9.411,5.7972,24.0739,252.935,16.796,36.081,29.17,33.338
1998-03-27,32.8491,42.9601,23.6804,28.5488,26.8048,36.4596,34.7064,15.9309,24.4662,21.9905,1.9441,122.3417,6.4304,4.7963,8.2508,11.7022,7.9434,21.0985,20.2049,11.1282,26.1272,110.7423,11.669,6.3176,26.6505,247.015,20.349,39.168,33.044,36.959
1998-04-27,30.5259,41.1002,23.3755,24.8251,25.857,35.0556,33.4335,16.9599,24.9094,23.7285,1.7943,116.6591,6.4634,4.5167,8.4042,11.6732,7.1757,21.2727,18.9128,11.1434,24.0953,116.2127,10.665,7.148,23.5355,253.988,20.107,36.246,29.96,31.266
1998-05-27,30.8756,45.1249,23.5025,28.0223,26.3878,37.0477,37.0563,18.5606,28.0347,24.2959,1.9165,135.5453,6.3397,5.1755,10.365,13.1977,8.6364,24.1997,19.7116,11.661,27.8714,133.291,10.77,7.5874,25.1892,261.371,20.145,37.236,34.34,35.171
1998-06-27,29.8015,51.604,23.6296,29.0002,26.729,36.4523,36.9057,19.361,27.1571,23.6575,1.9362,138.9993,6.4222,4.6873,10.365,13.642,8.4338,23.0324,19.6176,12.0721,31.198,124.2182,10.613,7.9679,24.6123,270.258,22.101,43.038,35.75,32.354
1998-07-27,30.7008,51.8479,22.7149,25.2012,27.2977,37.1947,30.6618,18.5988,24.0347,27.6655,1.8613,131.1998,6.6283,4.9646,10.7017,13.6478,8.1246,26.0291,19.1712,12.6505,31.0901,133.2243,10.456,10.4697,23.6893,300.337,21.308,39.833,33.431,38.002
1998-08-27,24.5306,50.6893,18.2939,22.1921,25.0229,29.697,25.4047,17.646,21.3846,25.9984,1.7746,131.6176,4.6587,4.2608,8.5127,12.5995,6.0561,21.5689,18.1844,9.1111,28.6626,118.0806,8.2,8.4514,21.4973,248.861,18.189,31.179,27.216,36.005
1998-09-27,19.7094,41.5423,18.6242,27.1571,31.3544,23.537,22.0681,16.4797,22.3029,19.5077,1.9126,126.4644,3.9187,3.32,8.0076,10.9908,4.5794,15.7847,19.3121,7.3757,26.325,91.329,8.626,8.4935,20.5359,233.57,16.101,30.284,20.668,27.064
1998-10-27,24.4057,48.7836,21.9018,25.2012,31.2786,25.7129,25.48,16.7694,24.6644,22.3097,1.7746,128.4142,4.3392,4.0522,9.8411,10.1603,5.1925,15.3491,16.3519,8.7229,27.1521,114.0779,8.94,9.366,23.2279,256.449,17.307,31.485,23.106,30.357
1998-11-27,28.6024,55.9183,22.0543,26.4801,39.7712,34.1883,28.0182,17.3792,26.1076,26.6014,1.9244,136.4924,5.1044,4.5712,10.5521,11.467,5.9708,20.1751,18.7906,10.8009,30.9103,127.954,10.77,10.9637,26.1121,285.503,16.949,34.125,27.197,36.065
1998-12-27,26.7289,58.4642,22.6133,21.5903,35.2595,32.7108,24.4783,17.6841,26.3175,27.8428,2.0467,141.7849,4.8017,4.6755,9.654,10.1487,5.8589,20.0358,17.5971,10.5726,28.6446,122.9506,11.92,12.982,26.689,280.284,16.361,33.404,24.68,33.516
1999-01-27,34.4106,61.4,23.6667,21.5889,40.6618,37.9232,24.2086,18.275,24.7845,28.8496,1.9527,148.9173,4.6509,4.0103,10.7507,10.4952,5.5535,19.4465,16.0276,9.4985,26.9519,120.3891,11.447,15.75,29.1531,283.81,16.0,30.053,23.462,35.035
1999-02-27,31.7888,56.0,22.35,23.4394,39.866,35.0542,26.4318,17.4,23.3732,27.6398,1.87,138.0454,5.065,4.616,9.6437,10.019,5.6567,19.5809,16.6132,10.2508,26.7631,123.7477,13.917,15.575,29.6616,248.691,15.85,29.546,25.135,33.228
1999-03-27,39.5886,56.8,24.6667,27.7818,37.752,37.1276,24.752,15.1,23.1494,27.6863,1.7585,127.539,5.2189,4.7444,9.818,9.6952,5.9251,19.0242,17.692,10.342,27.1878,125.2977,13.094,17.3125,29.4921,250.473,16.835,31.389,24.154,34.604
1999-04-27,41.5385,61.75,25.95,29.5089,38.523,35.8016,29.3714,15.725,26.3336,28.3145,1.7637,139.5072,5.7842,4.8913,10.088,9.9619,6.7096,22.1917,20.1423,10.8663,28.3673,129.4312,15.152,18.625,29.704,262.061,21.15,37.142,25.925,41.214
1999-05-27,43.3246,58.0,28.9667,28.9168,40.8856,38.2848,28.0621,17.15,24.7845,25.9647,1.7926,152.5717,5.5855,4.4303,11.3153,11.1047,6.2348,20.0416,19.079,10.4256,30.8324,119.6141,13.876,16.81,28.0938,238.752,18.8,34.339,23.788,38.125
1999-06-27,49.9461,61.55,32.0666,29.731,38.5678,38.4777,26.8517,15.6,25.9893,26.7092,1.9356,145.537,5.6751,4.5321,12.1498,11.1333,6.3586,19.6961,19.603,10.7067,30.8796,109.2802,14.807,20.6225,27.8819,241.337,20.965,36.782,25.923,42.788
1999-07-27,49.117,63.1,30.0667,29.5089,38.1997,35.0301,29.6431,15.35,25.5763,26.5928,1.7585,144.258,5.1378,3.7274,10.3335,11.8333,6.7922,19.3505,18.8786,9.3313,29.2755,104.1133,15.317,20.8125,27.7124,224.401,21.0,36.644,26.346,45.353
1999-08-27,52.9022,63.5,35.0333,30.7919,39.7914,36.6454,31.6193,15.75,25.8172,28.71,1.8411,154.2162,5.5352,3.8939,11.3398,12.2381,6.4825,20.6943,20.1577,9.9165,29.3699,115.7389,16.429,20.87,28.8989,228.501,21.325,38.654,30.05,47.51
1999-09-27,51.9288,60.65,34.4666,29.1635,40.1395,36.9106,33.3979,15.395,25.3869,27.3374,1.8254,159.1497,5.5743,3.8291,11.3717,12.5238,6.3173,19.6577,20.4352,9.6125,27.3175,120.1308,15.029,21.3725,27.3311,241.123,20.7,33.888,27.36,47.335
1999-10-27,51.6405,58.75,35.6667,30.94,41.0746,37.1276,33.6944,14.7,24.4403,28.8264,1.7598,156.957,5.2721,3.5794,10.7385,13.5,6.2038,20.3065,19.5567,9.4149,27.6006,109.2802,15.012,24.55,25.0937,251.81,20.8,34.708,29.6,48.851
1999-11-27,59.1747,64.9,42.0,33.0865,41.0149,42.9137,33.3485,13.95,24.9911,31.1762,1.8372,194.5061,6.1844,3.7921,10.5544,17.619,5.6588,22.4988,18.7091,10.5624,27.0934,119.0974,15.605,36.0575,25.8649,265.849,22.3,38.349,25.9,59.053
1999-12-27,76.4423,75.5,48.8333,32.0749,38.7767,44.1674,36.9304,15.25,28.8465,32.1999,1.8109,236.8972,6.3691,3.5979,10.7753,33.8094,6.2657,22.8636,16.8906,10.6383,26.7513,123.4893,17.294,42.125,23.9412,305.292,25.25,41.567,30.0,69.779
2000-01-27,75.8835,66.25,47.7333,32.3957,37.8018,38.9358,37.0539,14.7,26.609,28.8496,1.5747,186.7405,5.815,3.1725,11.0453,40.4046,5.9912,20.5676,16.8906,10.2584,26.598,104.1133,15.935,45.8,21.1106,313.671,22.275,37.704,24.25,87.384
2000-02-27,70.9628,69.7,42.1666,34.0488,40.2888,39.6831,29.6431,12.0,25.3869,30.0362,1.6797,194.5975,6.0836,3.3112,10.5544,57.3808,6.4412,20.3488,15.8735,11.9301,25.1236,95.0712,14.098,52.0,18.0512,316.88,22.58,39.456,27.0,109.594
2000-03-27,77.686,67.0,47.6667,34.2215,38.9856,40.768,32.8792,13.865,24.9911,34.3171,1.8634,182.9947,6.3915,3.6349,10.1248,71.5236,5.9333,21.635,15.7348,11.6946,26.539,106.9551,15.852,58.05,21.9411,373.125,24.625,41.124,32.55,93.272
2000-04-27,81.8317,73.1,54.0,40.0937,40.4877,43.0825,35.5224,14.5,24.5436,36.9927,1.7978,200.0791,6.2515,3.8754,10.7262,64.2856,5.5844,23.1131,15.4728,11.2614,28.7211,114.7055,14.741,59.8,21.2292,362.544,24.5,40.709,30.2,88.375
2000-05-27,80.6781,76.0,50.8333,38.6133,45.1134,45.0353,35.8188,14.8,24.905,36.0887,1.7703,201.3582,5.759,4.0036,11.4134,55.2379,5.6464,24.3033,17.4146,11.4514,31.7289,123.7477,15.482,51.95,24.4073,336.936,22.5,38.349,32.29,87.559
2000-06-27,81.435,86.5,48.8333,40.3404,49.59,45.855,34.9542,15.125,24.991,40.1746,1.7847,214.6968,6.1004,4.1899,10.7753,59.7617,5.6195,26.0848,18.4933,11.6794,32.1771,125.8144,15.523,56.1,26.2209,335.153,20.505,35.851,31.09,92.485
2000-07-27,85.4816,85.8,48.9666,39.0327,54.7629,50.2428,36.6587,16.3,25.7484,38.7339,1.6522,200.9928,6.2739,4.3109,11.5607,53.8798,5.7063,27.7588,17.5687,11.7402,34.9136,133.0481,15.301,45.0,25.2971,363.677,22.16,40.451,36.89,97.673
2000-08-27,82.4175,82.55,48.0,42.5363,58.3938,51.834,40.0676,15.65,27.1872,40.3872,1.7453,187.2887,6.7497,4.5809,13.9661,52.457,5.8632,28.8722,18.3701,12.842,36.4705,143.8986,15.416,46.3,27.3734,342.988,21.095,44.876,37.35,102.89
2000-09-27,76.6946,85.6,55.6667,40.8092,59.1897,48.0971,35.72,14.45,24.9532,36.254,1.8385,182.2639,6.884,3.9571,14.0275,43.0285,5.4626,28.0928,16.8135,12.6824,37.7444,148.5488,14.823,46.8,27.4836,332.033,20.15,38.985,36.65,90.036
2000-10-27,76.1088,87.6,53.0,41.0559,61.1792,45.3246,33.8179,14.425,23.9308,35.3093,1.9199,189.1159,6.2907,4.3388,14.4816,35.2799,5.3925,29.4404,17.4146,11.4362,38.5936,151.9073,14.576,46.06,29.2464,348.523,21.75,45.245,38.23,84.125
2000-11-27,72.9996,92.0,56.6666,42.1662,65.4568,43.9263,35.5224,16.26,28.1717,38.5922,1.9159,192.0394,5.871,4.674,14.4816,23.9999,5.923,31.5406,17.9386,11.839,35.8572,150.0989,13.283,50.5,29.5769,354.584,21.88,45.992,35.53,80.791
2000-12-27,64.3929,88.8,49.6,38.4652,67.2474,44.1674,37.795,16.95,29.7242,35.4274,1.7899,205.5607,6.1788,4.8509,16.1752,23.3142,5.4131,32.4812,22.8085,11.7022,38.4049,141.5735,15.647,47.0,29.0684,353.069,23.79,50.472,36.0,80.155
2001-01-27,62.8157,81.45,49.0,38.5886,61.4279,46.8194,36.8563,16.005,27.3008,34.9314,1.8726,204.0076,6.7161,4.944,15.1688,21.7714,5.601,31.8286,24.6578,12.8268,35.9751,145.707,16.429,40.25,27.543,319.688,22.86,48.223,38.12,90.065
2001-02-27,61.2836,81.9,49.6666,38.2432,60.1844,43.2271,36.0658,16.645,28.0392,31.6485,2.1128,205.1039,6.2627,4.3016,16.077,19.8685,5.5328,28.7417,23.1167,12.3481,35.3854,134.8565,16.939,24.8,29.5599,315.899,24.24,48.582,38.05,73.918
2001-03-27,53.5331,79.1,46.0,37.9471,59.3389,45.0112,33.1015,15.75,30.4247,28.6017,2.0996,184.5479,5.8206,3.8919,16.6415,15.2485,4.9507,27.7396,22.5927,11.5882,32.932,129.1729,15.969,29.4,29.2294,295.042,23.035,46.093,35.33,72.868
2001-04-27,61.4188,84.05,53.0,41.8701,65.7055,48.1694,36.7822,16.3,31.466,31.2706,2.1653,178.5181,6.2124,4.0036,16.3838,15.5314,5.2645,29.5518,24.0414,11.9681,34.371,134.8565,16.738,35.62,29.6616,285.236,24.4,44.157,37.21,70.018
2001-05-27,61.1034,77.75,55.7333,42.9804,71.3758,49.8089,36.4117,16.3,31.3335,32.6876,2.0222,190.669,6.1508,4.134,17.6724,15.2485,5.6897,29.2178,24.1338,11.9681,34.7248,140.7984,18.113,37.0,30.043,285.236,24.15,43.3,40.04,79.03
2001-06-27,53.8034,73.8,54.7333,41.1793,74.3104,49.3749,31.4711,17.0,30.5004,30.4203,1.9947,155.3126,5.9437,3.864,17.8442,9.8657,4.9238,28.9682,25.5054,11.383,37.1546,128.3978,17.842,25.55,30.8481,293.722,21.89,40.276,38.65,60.72
2001-07-27,51.6405,81.15,54.0,39.3535,69.7841,46.6265,29.1491,17.1,30.5572,30.2219,1.929,154.4903,5.3449,3.3891,17.6479,9.6171,5.3305,27.7972,25.5208,10.152,35.3146,123.2309,17.552,23.8,28.8565,284.345,22.67,42.424,39.96,53.864
2001-08-27,51.5504,77.0,55.4666,40.3157,74.1114,50.0982,31.6687,16.845,30.0082,31.0533,1.9947,145.4456,5.8206,3.3333,17.0342,9.0514,5.3057,27.7972,26.7229,10.8359,35.9044,126.0727,18.005,19.07,29.0345,283.989,23.175,32.348,36.25,52.474
