Time,LVMH,LOREAL,HERMES INTL.,TOTALENERGIES,SANOFI,BNP PARIBAS,SCHNEIDER ELECTRIC,ESSILORLUXOTTICA,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,AXA,IBERDROLA,KERING,BANCO SANTANDER,INTESA SANPAOLO,VINCI,SAFRAN,STELLANTIS,ING GROEP,PERNOD-RICARD,BBV.ARGENTARIA,DANONE,UNICREDIT,CRH,NOKIA,KONINKLIJKE AHOLD DELHAIZE,ALLIANZ (XET),BASF (XET),BAYER (XET),BMW (XET),SIEMENS (XET)
2001-09-27,30.8941,75.85,44.3333,35.4798,70.1323,42.6003,24.8261,15.055,28.5314,19.6504,1.8766,110.2719,4.6845,2.3649,15.4511,7.0028,3.5509,21.6388,24.1955,8.5107,33.4982,102.8216,14.612,16.9,24.9581,213.33,18.54,28.052,26.85,37.163
2001-10-27,38.3924,78.4,47.8333,39.2794,75.8026,45.0112,22.5041,15.95,30.7087,24.8369,1.9159,125.3464,5.177,2.6256,15.4879,8.9828,3.8998,22.5679,24.2263,10.0304,31.1155,107.2135,15.607,24.2,26.526,251.365,19.65,31.343,34.55,50.131
2001-11-27,41.5377,75.15,56.9666,35.4058,74.6088,47.5908,25.4684,17.05,29.3077,23.0419,1.9225,132.2897,5.3673,2.5791,15.7088,10.7743,3.9287,22.9058,24.8736,10.4864,30.054,111.8637,16.105,26.49,27.7124,227.476,21.605,33.602,37.84,60.335
2001-12-27,40.4832,79.95,56.4333,38.9094,85.3525,48.3623,25.6413,16.7,30.2922,22.3428,1.8989,132.3811,5.2609,2.6443,15.9543,11.3143,3.6769,21.6542,26.5071,10.6155,31.8232,115.7389,18.05,28.25,27.687,231.309,20.9,32.864,39.65,64.926
2002-01-27,42.3668,78.3,57.8333,39.3535,78.1403,51.5929,25.1967,16.975,29.497,21.2659,1.8175,112.0077,5.2217,2.7234,16.8624,11.8628,3.5657,22.8444,26.3684,10.2356,31.0919,118.064,16.43,26.4,25.17,237.459,22.65,34.68,38.49,62.171
2002-02-27,48.2158,79.3,54.4666,41.5494,75.2057,52.9912,27.8645,19.145,30.4815,19.8866,1.8897,110.0892,5.1602,2.4255,17.2429,12.0,3.0314,20.0032,27.8017,10.1444,31.3986,114.7055,17.389,24.5,22.9835,223.554,22.04,32.68,41.92,59.076
2002-03-27,52.2263,82.1,56.6666,43.2025,70.6297,54.5342,28.6056,20.45,31.182,23.9111,1.9553,123.7932,5.3281,2.9236,18.1265,11.6571,3.3289,23.6122,27.7709,10.076,31.7997,124.5227,18.05,24.23,25.1276,239.732,23.0,35.999,45.1,65.057
2002-04-27,51.5954,85.35,56.6333,41.1546,69.8836,55.4503,26.5553,22.65,31.5607,22.3428,1.9894,116.3931,5.6247,3.3891,17.6724,10.6028,2.7109,22.4911,30.8069,9.9393,34.2294,133.5647,17.009,18.27,23.3056,234.117,22.62,34.183,43.85,57.878
2002-05-27,54.5244,79.4,58.4666,41.574,66.6505,58.8256,26.4565,21.9,32.3937,21.3131,1.9684,117.4894,5.5575,2.8491,17.022,11.8028,2.6879,22.2301,30.1442,10.0,35.173,126.5894,17.073,15.35,20.6275,222.351,24.5,32.772,46.5,61.253
2002-06-27,44.1603,76.55,52.8333,38.8107,58.4933,51.2554,26.6788,19.145,32.1618,16.2021,1.8989,106.8002,4.3431,2.7932,16.4329,11.16,2.5307,18.6594,29.127,8.4499,31.7997,115.4805,14.838,13.95,17.0342,170.028,22.855,29.324,40.8,51.329
2002-07-27,38.3023,66.4,48.1666,33.1852,53.967,41.6504,22.8845,18.65,28.0723,11.4312,1.559,78.2501,3.8953,2.0437,13.9661,10.5428,2.1997,14.9352,26.877,7.2341,27.1288,90.421,13.571,11.55,14.1783,130.139,19.175,22.77,36.85,42.847
2002-08-27,41.006,75.9,48.2,37.0095,62.8704,50.1946,24.505,20.13,31.2246,15.0401,1.7125,82.9095,4.0912,2.4115,15.5247,11.8285,2.5245,18.3292,27.1852,8.1459,31.1391,106.4385,13.3,14.51,16.2122,129.961,20.995,23.047,39.63,44.814
2002-09-27,34.6072,76.0,43.6667,34.5175,58.6923,35.5846,21.7679,20.56,28.1575,10.3826,1.7125,61.7139,3.0278,1.7132,15.2916,10.4571,2.1055,11.8484,28.1099,6.1626,29.134,96.6213,12.087,14.5,11.1867,81.337,18.35,18.004,34.25,31.794
2002-10-27,38.7799,75.55,49.0666,33.7774,60.7813,36.4718,23.423,20.5,27.8167,13.3018,1.6469,63.404,3.498,1.3594,14.4693,12.1714,1.6907,12.8236,31.5312,7.1885,30.3371,96.8797,11.717,16.78,10.3816,90.91,18.125,16.981,36.22,37.583
2002-11-27,41.9973,72.55,49.8333,33.654,59.6373,39.7314,23.5169,20.405,29.0734,14.8323,1.7755,83.1379,3.9737,1.9972,14.2361,12.5485,1.9756,14.3363,28.6647,8.0471,31.5873,104.3717,12.368,19.42,11.3985,101.883,19.2,21.811,33.74,44.027
2002-12-27,34.8956,71.0,44.3333,32.8151,56.6032,36.3947,21.9507,19.255,26.0063,12.0831,1.7046,62.125,3.6882,1.8342,13.1316,10.8257,1.6152,12.0327,28.5106,7.0213,29.7709,97.913,10.812,15.05,9.8731,80.143,17.85,18.022,27.97,34.977
2003-01-27,32.6425,61.0,42.2666,28.7194,45.7501,33.5113,20.7304,16.875,23.4291,10.5621,1.7913,57.2372,3.3412,1.7784,13.377,11.0057,1.655,10.4815,26.7537,6.421,27.3647,87.3209,10.224,13.06,9.1951,66.665,15.93,15.192,26.31,31.103
2003-02-27,33.9403,59.95,38.4666,29.9777,48.5654,35.9704,19.7621,16.635,25.0904,10.3731,1.8634,52.1667,3.2181,1.9553,13.3157,10.3285,1.5691,9.0226,27.2584,5.8511,25.9493,91.4544,10.495,12.02,2.9831,58.384,16.73,11.542,25.2,31.89
2003-03-27,35.193,58.65,41.6666,29.2375,47.9685,36.115,21.5555,17.335,27.1139,11.2423,1.9737,45.6801,3.4028,2.0111,13.107,10.8428,1.2214,8.869,30.514,6.0867,27.459,91.196,12.332,13.69,2.856,46.699,18.15,12.058,26.43,35.729
2003-04-27,33.697,62.55,39.4333,28.8921,51.4303,39.1913,20.7798,18.22,27.3907,12.4232,1.9487,52.2581,3.8841,2.1089,14.1257,11.8285,1.3094,10.7349,30.4948,6.9757,29.0868,99.4631,12.169,14.58,3.0085,56.17,19.08,15.441,29.06,37.443
2003-05-27,38.0589,61.1,41.5333,30.1011,51.1319,39.6542,19.4162,17.8,26.9435,11.3651,1.9435,61.7139,3.6882,2.3277,14.0029,11.5714,1.3701,9.9056,31.5928,6.2538,27.6242,97.138,11.436,14.04,5.2035,60.53,17.495,15.257,27.04,34.575
2003-06-27,40.0236,60.55,42.2666,32.9632,51.1319,43.4055,19.9548,17.3,27.6889,12.9239,1.9973,61.0287,4.4214,2.6862,14.6288,12.2057,1.3617,11.856,30.2251,7.1429,28.4734,108.5052,11.988,14.84,6.3052,72.25,19.005,18.76,33.39,37.513
2003-07-27,42.7093,57.9,41.4333,31.8282,51.4303,43.502,22.43,17.75,28.051,13.7931,1.9894,63.2213,4.3654,2.7094,14.5429,13.3714,1.2165,13.0155,29.6857,7.0137,28.1196,106.1801,14.024,13.02,5.7544,83.41,20.195,17.866,34.23,42.847
2003-08-27,48.9368,62.0,47.3333,34.4435,49.4408,43.8491,23.759,18.5,27.9871,15.1912,2.0393,71.2154,4.3934,2.6163,14.5552,13.92,1.3942,13.8448,30.4562,7.462,29.3463,110.0553,14.838,14.67,7.39,83.5,21.29,18.225,35.99,47.848
2003-09-27,47.4047,61.0,44.9,32.6917,53.022,42.3833,22.5782,19.19,26.7092,14.3957,1.9238,66.693,4.1472,2.5093,15.4879,13.98,1.5471,12.4396,32.556,6.8313,30.8796,105.9218,14.25,13.39,6.8222,75.83,19.28,17.644,33.15,45.426
2003-10-27,52.046,62.1,48.5,32.8398,52.2759,42.5858,23.8133,20.21,26.7518,15.0666,1.912,77.4735,4.3934,2.5232,15.3406,14.4942,1.4841,13.0616,32.19,7.1581,30.9504,107.2135,13.978,14.21,6.5171,82.4,19.825,18.032,33.5,48.321
2003-11-27,52.046,62.0,51.4,33.3579,56.4043,45.2089,25.7401,20.845,28.9456,15.4308,1.8962,76.0575,4.8188,2.9329,16.4452,15.9857,1.4976,13.745,34.2512,7.576,30.6909,108.5052,14.06,15.17,6.3024,93.61,20.67,20.935,37.49,53.121
2003-12-27,50.9195,64.65,50.3333,35.4551,58.4933,47.3497,25.6413,20.325,29.3929,16.1592,2.0472,69.3425,5.149,2.9515,15.942,16.7,1.3897,13.7373,33.4999,8.1763,30.2663,110.8303,14.793,13.83,5.8415,99.69,21.645,21.203,36.94,54.573
2004-01-27,54.5695,64.55,53.1666,35.7019,54.6136,49.8571,26.6541,23.0,28.7965,18.239,2.0275,75.5093,5.2665,3.0074,16.5679,19.03,1.3829,15.9795,33.6733,8.3207,31.7761,113.9305,15.516,16.9,6.8134,108.15,22.47,22.364,35.59,57.808
2004-02-27,55.4256,66.15,53.1,36.2693,54.7131,49.0374,26.4318,23.075,30.3726,17.7119,2.1784,79.3921,5.2161,2.7839,17.9424,18.03,1.3964,15.1118,38.0462,8.4347,33.0971,109.5386,15.2,17.63,6.7032,100.26,21.4,21.018,34.38,54.258
2004-03-27,52.1361,61.6,53.7,36.442,53.4199,47.4751,25.666,23.45,29.3503,16.4755,2.1548,76.7883,4.9251,2.5651,19.3047,18.01,1.2323,13.5914,37.5068,8.1991,31.6109,101.5299,14.983,16.22,6.5229,90.05,20.575,18.585,32.85,52.072
2004-04-27,54.8398,64.5,57.3,39.4275,51.1319,49.8571,28.6303,24.755,32.2044,17.6352,2.2099,80.1687,5.2441,2.6163,20.041,18.6,1.3582,14.6204,41.1477,8.6475,33.6397,102.3049,16.195,12.57,6.7433,92.05,22.405,20.862,37.01,56.584
2004-05-27,52.9473,64.7,54.3333,38.4406,54.3152,49.0856,27.6175,26.225,31.1181,16.2934,2.1613,77.7019,4.9139,2.7746,19.3292,18.22,1.275,14.1981,39.9148,8.3055,33.4274,99.7215,15.725,11.25,6.2824,85.58,21.185,21.765,35.0,50.97
2004-06-27,53.488,66.7,54.0667,39.5262,52.1267,49.4713,27.6422,26.425,32.1447,17.1847,2.2742,76.3772,4.8636,2.9236,19.8078,18.0,1.5201,14.8047,40.7239,8.4043,34.3002,104.8884,15.444,11.68,6.2022,87.32,21.78,21.59,35.4,50.891
2004-07-27,50.7392,59.55,52.7,38.4899,52.7236,45.3342,25.8883,25.7,30.9264,16.0154,2.2296,72.5401,4.4718,2.8584,20.5196,16.1,1.4279,14.3132,40.1845,8.2295,32.2243,101.7882,16.358,9.64,5.7514,79.48,21.585,19.691,35.64,48.006
2004-08-27,48.351,55.9,52.1666,39.6002,58.2943,49.3267,25.6907,25.425,30.7155,16.3413,2.2072,68.9314,4.4774,2.8305,21.796,15.84,1.3312,15.5265,39.3754,8.3283,31.5873,102.5632,17.145,9.79,5.2103,80.99,22.52,19.838,34.55,49.702
2004-09-27,48.4862,52.75,51.9667,41.7961,57.0011,50.0982,25.4931,25.075,29.6378,15.5458,2.1836,67.3326,4.3543,2.8025,22.471,15.85,1.3042,15.4113,39.7607,8.3131,29.8652,105.4051,17.561,11.12,5.05,80.97,22.84,20.023,33.59,51.635
2004-10-27,48.6214,53.0,50.3333,40.5378,57.0011,50.9661,25.5672,26.325,29.8018,15.91,2.2177,66.1906,4.7964,2.9701,23.011,15.4,1.2412,15.7185,41.4174,9.1338,30.7617,107.2135,16.801,11.9,5.3606,81.61,24.425,20.29,33.28,51.11
2004-11-27,48.5312,55.25,46.4,40.9572,56.7524,50.8696,25.9624,25.325,30.9264,17.0506,2.3293,69.1141,5.0986,3.1377,23.0969,13.64,1.2682,15.9028,43.8061,9.5669,31.9648,107.7302,17.398,12.45,5.7814,94.56,25.575,22.226,31.84,52.999
2004-12-27,50.2436,55.4,49.0,39.7729,58.5928,51.5447,25.4437,27.25,31.395,17.4914,2.4421,67.3782,5.121,3.2774,24.1032,15.64,1.32,17.0008,43.1512,9.8633,31.7761,108.7635,17.869,11.68,5.7313,97.0,26.22,23.056,33.18,54.205
2005-01-27,48.4411,56.0,48.5,40.8585,57.6477,53.1359,28.3586,27.1,30.575,17.5393,2.4618,73.9105,5.0874,3.3053,26.4841,15.38,1.3649,16.8703,41.7642,9.6885,32.6725,109.0219,18.765,11.62,6.3325,90.16,26.075,22.779,32.32,55.613
2005-02-27,50.3788,59.05,54.2,44.3374,59.6373,53.0876,29.6678,26.975,32.2853,19.4179,2.6154,76.7883,5.2833,3.459,27.1713,17.8,1.3098,17.6996,42.2265,9.9544,35.3854,114.318,19.0,12.36,6.9337,95.22,28.18,26.177,32.34,52.194
2005-03-27,51.2349,60.7,52.7666,44.3374,65.0589,53.5698,30.0384,27.925,33.4333,19.83,2.6337,75.0982,5.3337,3.6335,27.3186,16.75,1.2604,18.0067,42.5732,9.5213,35.7156,118.1286,18.412,11.88,6.6932,98.42,27.37,25.114,35.48,53.689
2005-04-27,49.4775,55.7,48.8333,42.709,68.4909,50.0499,27.7657,27.65,32.0041,18.584,2.6442,70.1647,5.0426,3.3915,27.5395,15.83,1.1491,16.6246,46.6187,9.0806,33.8284,113.4784,17.453,12.34,5.8616,92.29,25.75,24.455,32.65,49.903
2005-05-27,52.4516,59.4,52.4333,44.2881,72.0721,54.8717,28.7785,27.95,33.2459,19.0633,2.7046,73.0426,5.1882,3.4124,29.5277,15.52,1.2356,17.4308,47.736,9.5593,35.4326,107.2135,18.728,13.69,6.1922,94.25,26.84,26.837,34.94,51.46
2005-06-27,56.5522,58.55,54.6333,47.7916,66.8992,53.618,30.2607,28.25,32.8944,19.6479,2.8188,76.4686,5.2889,3.445,32.0067,16.75,1.311,17.523,51.5117,9.5517,34.0879,112.0575,19.434,13.97,6.6732,94.36,27.37,26.974,36.58,53.165
2005-07-27,62.3651,65.15,57.1333,50.7524,70.2815,58.1987,32.6321,30.025,33.9253,21.536,2.7558,76.7427,5.6527,3.7476,33.3321,17.9,1.5471,19.1278,52.0896,10.5852,39.2306,113.4138,21.017,13.1,7.2744,103.69,28.5,28.785,38.47,57.869
2005-08-27,58.2645,63.55,54.5667,50.7524,68.7396,56.1736,30.9524,30.325,32.707,20.4146,2.7164,79.118,5.4792,3.587,34.6576,16.7,1.5909,17.8608,53.0528,10.2888,40.0327,117.9994,19.932,12.53,7.084,103.18,28.08,27.85,35.88,53.453
2005-09-27,61.4639,64.7,64.6333,55.539,67.3966,58.922,31.6934,34.975,35.1905,21.5456,3.0222,78.8896,5.9829,3.6103,35.1485,17.7,1.6516,18.6364,56.5974,10.8055,43.9014,121.4225,20.085,13.54,6.3525,107.35,30.27,29.454,38.39,55.089
2005-10-27,59.7065,59.9,60.6,49.9135,64.8599,59.6935,33.3732,34.0,34.4642,22.4753,2.8778,78.6612,5.7646,3.5847,31.4176,16.06,1.4908,18.1603,55.5186,10.9043,39.3485,118.064,18.593,13.28,5.7614,115.36,29.185,27.417,36.68,52.535
2005-11-27,65.4743,62.1,65.9333,53.8859,69.038,65.576,36.2634,35.675,35.8465,24.4784,2.9605,84.0972,6.0613,3.8873,33.823,17.79,1.5864,20.9861,53.6307,11.4818,39.9383,138.215,20.447,14.85,6.0119,122.63,31.4,32.977,37.24,56.846
2005-12-27,68.4484,63.1,69.5667,52.7756,75.2057,66.3475,37.3009,34.6,38.9157,26.7787,3.034,85.4219,6.2403,4.1247,35.7867,20.2,1.6426,22.8444,56.79,11.5046,42.2029,151.0031,22.166,15.75,6.3726,129.7,32.56,35.349,36.9,63.535
2006-01-27,67.8176,66.45,72.1666,55.761,75.2554,70.3014,42.4638,35.7,40.134,27.0279,3.0615,86.3355,6.5034,4.2853,37.3084,22.19,1.8383,22.7599,59.6026,12.3557,42.604,152.424,23.587,14.98,6.3225,132.75,32.095,34.149,36.92,66.683
2006-02-27,69.5749,75.5,69.9666,52.9977,72.9674,76.1839,42.4144,36.575,39.9232,28.4655,3.5694,89.7615,6.912,4.7113,38.5357,21.55,2.0912,24.6335,55.7112,13.1156,46.0717,161.5953,24.989,15.85,7.0038,137.42,32.09,34.129,40.01,69.298
2006-03-27,72.6391,72.6,70.6667,53.047,75.3549,72.6977,42.4885,36.95,39.8997,27.0566,3.5366,90.264,6.7497,4.553,40.7693,20.95,2.2284,24.7564,60.951,12.8268,46.4964,151.3906,25.514,16.96,7.2142,135.5,32.36,34.227,44.85,65.337
2006-04-27,76.3792,74.3,67.6667,54.8234,73.2161,73.621,43.7483,39.7,40.5323,28.1301,3.3765,94.1011,6.8,4.4226,39.9,21.0,2.5387,24.956,59.2943,13.2219,47.039,155.395,26.419,18.39,6.6632,134.11,34.13,36.166,44.18,67.628
2006-05-27,70.8366,71.55,63.6,51.8,75.7528,73.7668,40.9569,39.325,39.5249,26.7403,3.3214,89.6701,6.4083,4.2271,37.875,18.0,2.3049,23.8119,59.8723,12.3633,46.1425,155.6533,23.976,17.12,6.3626,123.01,32.495,35.556,41.36,59.863
2006-06-27,66.7811,70.9,66.0,49.25,72.9674,69.5876,38.3137,37.825,37.8849,23.7235,3.4198,88.3454,6.106,4.1456,39.55,16.37,2.3363,22.5295,58.2541,11.687,44.963,151.7782,22.61,15.68,6.5129,118.63,30.06,32.239,37.49,57.974
2006-07-27,70.9718,77.9,65.0,53.45,75.1062,74.3499,38.8572,39.4,39.6889,25.9806,3.6101,95.837,6.5706,4.1968,39.9,15.36,2.487,24.1574,61.2592,12.614,48.5959,154.4908,23.107,15.45,6.9738,122.79,31.535,37.691,39.8,55.386
2006-08-27,70.2508,77.95,65.6,54.1,68.8391,80.1813,40.9322,39.475,41.5961,27.4951,3.7361,94.7407,6.7161,4.7019,41.35,16.02,2.5072,25.578,63.0315,13.3207,50.1057,157.5909,23.343,16.23,7.3645,130.7,31.835,38.538,40.41,57.31
2006-09-27,72.9996,79.95,71.95,51.2,69.0878,82.8054,43.5013,39.8,41.3899,28.7359,5.0076,106.8916,6.9847,4.7625,44.15,16.04,2.7658,26.6607,63.3012,13.7007,51.6155,169.604,24.021,15.54,8.4266,137.4,31.67,38.36,41.74,59.985
2006-10-27,74.1262,76.15,79.85,53.65,68.2919,84.1175,43.6495,40.4,42.9878,29.2929,4.7491,107.8052,7.6171,4.8975,43.8,18.12,3.1211,26.6838,60.1805,14.3086,54.7294,168.6998,24.835,15.61,8.2864,144.89,34.46,38.99,45.2,62.303
2006-11-27,71.6928,76.5,81.95,53.45,64.9097,78.6263,39.3018,40.45,43.8383,28.1399,4.2977,106.4348,7.6004,5.0325,47.1,16.14,3.1301,24.6412,63.2627,13.7918,55.0596,168.6998,25.776,15.52,7.6351,144.7,34.675,39.158,41.86,63.343
2006-12-27,72.4138,76.1,95.2,54.9,69.7841,80.0841,41.2534,40.6,46.9567,30.0159,4.3633,102.689,7.925,5.079,48.45,17.29,3.274,26.1079,66.8458,13.921,55.0125,172.575,28.093,15.63,8.106,156.1,37.09,40.27,43.49,64.812
2007-01-27,70.2058,80.6,92.3,51.7,69.5851,80.7645,45.6257,43.2,45.6165,31.2666,4.2649,102.5063,7.9865,5.4282,52.1,17.96,3.6495,25.7009,73.0487,14.4378,54.6822,184.7172,27.821,16.65,7.7152,147.78,35.975,42.386,46.55,70.828
2007-02-27,76.2621,80.69,99.2,52.4,65.3076,78.0917,46.0061,42.88,45.7969,32.1948,4.4316,105.0918,7.9138,5.1954,53.2,17.3,3.9891,25.3323,71.5461,14.2934,56.9044,183.5547,29.178,16.87,7.7453,162.59,38.935,43.507,43.69,71.493
2007-03-27,74.8561,80.42,104.73,51.45,64.1636,76.0799,47.555,42.975,46.0289,31.1298,4.6783,108.9929,7.5332,5.2699,57.55,17.63,4.2387,24.0576,69.4286,13.9058,56.4892,182.1338,28.4,16.97,8.627,154.04,40.735,45.279,43.55,71.021
2007-04-27,77.2534,87.68,106.73,54.2,67.0982,82.9901,52.2,44.325,46.4103,32.7713,4.7964,116.7585,7.3933,5.7354,58.71,17.99,4.9133,25.6011,72.4847,13.4575,56.5552,195.5678,28.816,18.74,9.3184,165.9,43.87,50.101,45.42,78.672
2007-05-27,78.0555,87.71,103.83,56.25,70.3312,88.3161,53.025,44.005,45.6217,31.3252,5.4433,121.9112,7.6507,5.2699,57.6,19.37,4.5895,25.2632,75.0968,14.1414,54.418,180.9712,32.743,19.77,9.2783,162.91,45.445,51.616,49.75,85.615
2007-06-27,75.2797,85.84,84.0,57.46,59.9855,84.409,51.25,43.69,47.9153,30.9442,5.3554,116.0276,7.606,5.0883,54.39,18.89,4.8975,25.0482,75.12,13.6475,55.2106,170.7666,32.815,20.4,9.4487,170.86,46.335,54.352,47.24,90.511
2007-07-27,73.0086,82.51,73.6,56.67,59.9656,77.4114,47.1,44.45,47.704,27.5635,5.3278,115.2967,7.6675,5.093,52.86,18.61,4.7244,23.7121,70.8711,13.5943,51.0493,156.9451,28.952,20.66,9.2883,152.89,45.865,49.53,45.07,82.886
2007-08-27,73.2069,85.17,79.17,53.88,59.3687,76.2937,47.45,45.57,47.4617,29.1268,5.2097,110.683,7.5052,5.228,51.87,18.04,4.3264,22.7599,70.8942,12.7584,52.5307,163.662,28.328,22.64,9.5366,156.67,46.57,55.376,44.0,79.354
2007-09-27,75.1355,93.24,79.36,57.5,59.6075,74.1653,44.865,44.22,48.5029,30.6119,5.4236,119.7003,7.6563,5.0185,55.09,17.15,4.8548,23.8349,69.5165,12.5228,52.8421,156.0409,24.899,26.73,10.7311,163.49,48.56,55.228,45.98,84.146
2007-10-27,79.5155,89.2,90.5,55.36,59.5378,71.8619,48.0,44.05,48.7246,29.2733,5.7845,120.3946,8.0481,4.9766,53.3,17.77,4.9785,23.2974,70.7509,12.7052,56.5883,144.932,24.807,27.64,10.2794,151.16,48.925,57.354,45.74,80.289
2007-11-27,71.8641,92.44,81.73,53.73,61.5075,69.7723,43.885,41.9,48.5132,25.9708,5.9105,101.0719,8.0425,4.8509,53.15,14.76,4.0296,19.4887,69.0542,12.3405,56.8808,143.2527,21.397,25.53,9.5667,133.92,45.36,54.982,39.92,85.501
2007-12-27,74.4326,99.21,85.47,56.34,63.5866,72.4936,46.18,43.32,52.5285,26.7623,5.4801,100.5877,8.2608,5.0045,51.17,13.77,3.8812,20.6175,73.5527,12.7128,58.5699,145.9654,21.71,26.75,9.5667,147.07,50.805,60.759,42.36,94.831
2008-01-27,62.8878,82.89,70.34,49.97,55.2105,63.6591,37.855,37.73,47.8226,22.9223,4.9027,85.833,6.7664,4.3458,44.28,10.54,3.3999,16.5862,65.3832,10.7903,50.3133,128.6562,23.162,24.2,8.7034,121.62,42.13,52.679,37.2,73.329
2008-02-27,64.6813,81.64,81.28,50.96,51.5398,62.1235,40.725,40.81,49.9204,23.2936,5.1651,87.8795,6.8952,4.3086,47.3,13.69,3.3392,18.2064,65.5959,10.7219,50.4831,131.1105,24.1,25.53,9.1852,121.65,43.25,53.221,37.08,80.508
2008-03-27,62.9779,82.05,79.25,47.19,46.7946,62.8135,42.11,40.65,49.5596,22.6194,5.4223,85.8787,7.1414,4.1829,45.85,12.84,3.0919,18.0067,63.164,10.6915,53.7669,110.0553,21.624,19.85,9.5566,122.46,42.965,49.776,34.94,60.965
2008-04-27,65.2851,74.33,84.04,52.49,50.356,67.2405,39.68,39.74,49.4617,22.7513,5.0234,76.834,7.578,4.4831,48.73,12.37,3.3033,18.3638,67.4915,10.9803,54.2576,128.0103,21.615,18.46,9.3659,129.52,45.025,54.48,35.02,65.223
2008-05-27,65.3482,76.35,104.4,55.3,46.4166,64.009,39.38,39.8,47.2917,21.4371,4.9079,74.6779,7.3205,3.9227,47.28,13.27,3.2043,18.3408,65.1983,10.9347,51.2285,113.543,21.511,17.94,9.5315,117.88,46.9,53.88,35.74,62.661
2008-06-27,59.5262,67.43,99.99,52.91,41.9401,56.2824,35.005,38.29,47.1731,18.6134,4.446,64.6648,6.5426,3.3951,38.85,12.38,2.3633,15.6762,59.4099,9.3845,42.1699,100.1736,16.15,15.38,8.5177,112.3,44.12,52.305,30.19,61.988
2008-07-27,62.996,66.14,96.55,48.375,46.9538,62.9788,35.13,31.33,47.9102,18.4668,4.1888,64.345,6.7832,3.4584,37.42,13.28,2.6219,16.1254,54.8883,9.1186,45.5669,102.2403,15.2,18.0,7.574,109.13,41.81,55.061,30.68,64.305
2008-08-27,63.762,68.9,95.51,49.02,47.3119,56.7829,33.58,33.2,46.6288,20.0448,4.3043,69.6622,6.3131,3.2122,37.57,12.03,2.3611,15.968,56.6081,8.5335,44.5478,91.3252,15.607,17.57,8.7184,109.25,39.35,52.709,27.655,64.148
2008-09-27,57.2371,72.58,108.95,43.71,46.4713,66.3415,31.15,34.96,46.368,22.7562,3.9158,60.476,6.1116,3.7515,33.785,12.68,2.2734,13.4647,55.3968,8.9818,45.1942,85.3833,15.336,13.44,8.2968,103.34,34.97,52.778,28.22,58.403
2008-10-27,42.1776,57.21,82.83,35.5,43.2383,53.4542,20.1525,33.545,33.1686,12.7558,2.5931,33.616,3.8449,2.2204,22.735,8.9,1.2041,5.0104,37.7727,5.7903,38.7399,45.598,13.399,12.0,8.1021,52.01,19.95,37.239,17.185,31.479
2008-11-27,40.3976,64.91,98.74,42.15,41.378,42.1802,25.175,29.8,36.6782,13.9234,3.034,34.6073,3.8058,2.279,31.5,10.01,1.2885,5.0104,42.2157,6.1398,41.4245,46.1147,15.471,11.3,9.0346,59.81,25.15,40.821,20.37,42.785
2008-12-27,41.4566,62.11,100.02,38.04,43.9197,28.6709,25.0,32.9,36.3267,14.6464,3.2387,41.0391,4.0099,2.3447,28.85,8.73,1.0254,5.4903,49.8673,6.497,40.528,42.9629,16.24,11.11,8.864,73.25,26.0,38.626,21.26,44.447
2009-01-27,39.0683,52.25,80.0,38.85,45.0637,24.2585,22.235,30.2,32.0346,11.9595,3.2282,35.1509,3.4516,2.204,26.845,9.11,0.8253,4.7992,45.0591,5.3116,39.8062,32.6032,16.828,9.61,9.135,63.91,22.16,41.195,18.575,39.148
2009-02-27,40.8978,51.32,67.15,37.48,40.7016,25.2595,23.9,27.4,32.9758,7.1688,2.7295,43.3961,2.9414,1.8157,25.745,8.09,0.8011,2.815,40.2415,4.3997,35.7156,26.0929,14.838,7.52,8.8941,53.63,21.96,37.475,19.75,35.265
2009-03-27,42.1866,51.64,85.89,38.45,41.2935,31.3436,25.625,28.945,35.3146,9.0097,2.8503,44.4742,3.2055,2.0446,28.325,6.999,1.185,3.5322,36.8804,4.8101,34.7154,33.8949,16.33,8.89,8.2045,66.4,23.79,36.934,23.26,38.772
2009-04-27,51.5323,51.6,99.445,38.25,41.4825,37.1701,28.65,33.01,37.2792,11.2853,3.0445,56.1135,3.9919,2.1806,34.015,9.15,1.8079,4.638,41.3284,6.123,35.7015,48.6981,17.4,10.45,8.5819,68.15,27.31,38.252,27.19,42.978
2009-05-27,53.6232,56.51,100.465,40.24,44.1634,46.4565,27.7625,32.935,36.9362,13.3372,3.2125,55.7344,4.5441,2.4174,34.75,9.511,1.7742,6.1484,43.3872,6.7948,34.989,54.3007,17.57,10.97,8.9493,70.55,30.43,38.921,26.165,47.026
2009-06-27,48.8061,53.44,96.1,38.01,40.6369,44.7849,26.41,33.995,37.2565,13.0978,3.0025,52.2261,5.0153,2.1313,32.12,8.731,1.5594,5.4773,43.3676,6.7639,35.675,51.5347,16.15,10.6,8.2215,63.19,28.02,37.937,26.53,42.715
2009-07-27,55.2454,55.9,103.5,40.47,45.8496,49.7804,29.79,37.96,39.8703,14.3338,3.0812,59.7405,5.9398,2.34,34.385,9.56,1.7033,6.6706,50.147,7.9105,36.74,59.3959,17.25,9.22,8.4223,71.14,33.96,39.561,30.54,48.898
