time,equal_weighted,historical_average,pls_regression_1,canonical_pls_1,cca_regression_1
1991-06-01,0.31341740776398785,0.5072990161516582,0.1661146385134938,0.40067799541941146,0.6110413127294023
1991-07-01,0.25677061666261414,0.46097192668187154,0.10169690810451695,0.35163313920212524,0.5865441771591047
1991-08-01,0.28324692373425286,0.4983009840528916,0.12908193868324652,0.38157273734777475,0.6351264510296314
1991-09-01,0.31838523590008744,0.5498777628946637,0.161291028414924,0.4295091926926803,0.7127252620322666
1991-10-01,0.2996913737581581,0.5310946976323497,0.14467765382138,0.4198700449545111,0.6923576815962645
1991-11-01,0.2635827336889763,0.5227755388886746,0.09901197193826478,0.4029110087618052,0.7524060087287839
1991-12-01,0.19902905515888325,0.4547880413589672,0.051635713505283426,0.3527901399376306,0.7000379802301541
1992-01-01,0.2218587019332835,0.5066764682980539,0.07067126583762703,0.4026739271441459,0.8118601948360585
1992-02-01,0.29716777933282973,0.5861373142617217,0.14715725673365723,0.46917647234015547,0.8904264486522153
1992-03-01,0.3158989828795137,0.5874289197306958,0.16813946701422275,0.4808623160290256,0.8704042057042953
1992-04-01,0.2640853324529231,0.5354697836887914,0.15726839458930492,0.43081939900598926,0.815621809176887
1992-05-01,0.338692151463082,0.6006788212699088,0.20943969593109185,0.5044445635826865,0.8571615473175359
1992-06-01,0.3639186513420805,0.6421546547740797,0.22311615713497224,0.5518242748854651,0.9222652458405141
1992-07-01,0.25770984050687107,0.5079210461842699,0.1528814435322482,0.4475153434346928,0.7529911510204007
1992-08-01,0.19541027198964975,0.4664228461733207,0.09443221359496742,0.39498759171714737,0.754427316832193
1992-09-01,0.1380396014128097,0.4097836701197057,0.05285245804374376,0.35191708638644903,0.7068173861122923
1992-10-01,0.1397586605208918,0.4228441558017434,0.053689994441077714,0.33212019348593247,0.7575337043853226
1992-11-01,0.15589677543273717,0.43835015026845253,0.05196144791815103,0.34673896155184497,0.7802725260832003
1992-12-01,0.2075044118743035,0.4961555032778845,0.06922474342452928,0.3948341409461038,0.839208636710012
1993-01-01,0.24258477622674351,0.5332394017207612,0.10180643411621142,0.4321666413511082,0.874827446936492
1993-02-01,0.2595383436651166,0.5110983194191923,0.11170197088549298,0.4226479103959105,0.7990572506959499
1993-03-01,0.3186439540407745,0.5485460592261254,0.16193972183469033,0.4687253912557208,0.803109655156072
1993-04-01,0.3225374802609029,0.5416996841910308,0.16995871005739124,0.4787422853216399,0.7722616881127142
1993-05-01,0.3285350572172782,0.5608923602118812,0.1661041481034014,0.4769690349564395,0.8153806101848243
1993-06-01,0.3516604967868906,0.6104334165839771,0.15892432137166188,0.5008605151307645,0.9012118910345526
1993-07-01,0.4078595172089249,0.6517535068677854,0.21178823615050046,0.5457725772903128,0.9200349148124374
1993-08-01,0.5047929895075007,0.750416167099044,0.3146024337633817,0.635406930688315,0.9948578354340886
1993-09-01,0.5581024351501295,0.8179416756971871,0.32802912442537646,0.7016902335091106,1.0964286646296872
1993-10-01,0.5384578796306733,0.8039527437896682,0.30915452341189004,0.6867331754710283,1.0985619559618836
1993-11-01,0.6266023787224343,0.9145942670496774,0.359773569513674,0.7862366854164295,1.2350052646921839
1993-12-01,0.6368701099586266,0.9367663937127153,0.37734642567737,0.8085303149574741,1.2717273051374456
1994-01-01,0.7551931520219626,1.0805765728024015,0.47900378853728776,0.9553082175007787,1.4439111304884975
1994-02-01,0.8395425918022756,1.1754471973381173,0.5316979124077134,1.054060094897679,1.5337583008304918
1994-03-01,0.7392133445609712,1.0688419854631952,0.481170037607458,0.9498464134199675,1.4143073048216181
1994-04-01,0.6975975547121779,1.0130759195042047,0.5275820717229238,0.9070032997988123,1.3319052029540521
1994-05-01,0.7300697095194306,1.0278156637262006,0.6133600702412519,0.9067613113695101,1.3219467534540417
1994-06-01,0.626846582208586,0.9269903265616555,0.5126470201113028,0.8104112674396472,1.2254895828175711
1994-07-01,0.57036220360947,0.8728818399736048,0.45465861590570356,0.7516511611869886,1.1658637731448822
1994-08-01,0.6489996605252429,0.9280086615784285,0.5477109951780745,0.8159609479125818,1.1790989717077525
1994-09-01,0.6839135448445344,1.0045385389372041,0.5801579367987099,0.867431639992656,1.3027686100830183
1994-10-01,0.5814447066893061,0.8868862229197519,0.4697154801566229,0.7420812270570734,1.1732644490723902
1994-11-01,0.6123043129604371,0.9209742613212528,0.492139628363352,0.7844927260730865,1.220779229920562
1994-12-01,0.6090254980874756,0.9240230634540358,0.45088034720700754,0.7993053993645859,1.2496267199293494
1995-01-01,0.6050605595621983,0.9419916566073652,0.47312203314061485,0.8012207100771755,1.2925135718290597
1995-02-01,0.5876592108897591,0.9431863120121099,0.47887449633502155,0.7792574580166255,1.3098173388441219
1995-03-01,0.5771253384064213,0.9473908453902212,0.4694849881605679,0.7842114605768638,1.3482260492399112
1995-04-01,0.5420174269669588,0.9256007595433726,0.4034793533594155,0.7507861479022052,1.3698246410847665
1995-05-01,0.606137773780188,0.9993033842958613,0.46115201305404396,0.8322030183495092,1.4502178591196029
1995-06-01,0.6692078426769477,1.0679169835981015,0.5001951381200725,0.9008872710895678,1.5327986755571035
1995-07-01,0.6566020181763192,1.0776288032323902,0.46614337850338516,0.8810483887918457,1.5904977715567927
1995-08-01,0.7201349195791701,1.1536255410746445,0.5538827547557407,0.9554684751774887,1.6612409236374905
1995-09-01,0.7538433708435212,1.2093412052862833,0.5486996383893435,1.0080131304312083,1.7790824660468
1995-10-01,0.7649321640644123,1.2447644559002486,0.5397772851971986,1.0260000523888773,1.8640301991561028
1995-11-01,0.7473824251395614,1.2612013720336568,0.5465298612014237,1.0238049397049136,1.9509506424287393
1995-12-01,0.7941655550184153,1.3226030000947337,0.5519500767449976,1.0783276635113237,2.0570721337996916
1996-01-01,0.8179624815630891,1.3751021206266076,0.5773750510259243,1.1448955572395099,2.1450365423956335
1996-02-01,0.9034926231541527,1.4649873624002967,0.736013319661811,1.2113584048597001,2.234669009368106
1996-03-01,0.9359399394627822,1.5182511055583274,0.7685182809072761,1.2571929999618752,2.3231089031998797
1996-04-01,0.9660087912765174,1.607322125954012,0.8439360851494881,1.315991539208645,2.5110238352720655
1996-05-01,1.0108178010750686,1.6392811680175892,0.8645186069769377,1.375947717604738,2.510987252774017
1996-06-01,0.9915991163843091,1.6020884650078469,0.8598808418722651,1.3263575235290836,2.4644426376200106
1996-07-01,1.0020469421831686,1.6403200686773565,0.8855209810486346,1.3551251598958678,2.5472478284254807
1996-08-01,0.9174253183718085,1.5199522779354073,0.7847957086083543,1.2527920704902331,2.374017049752403
1996-09-01,0.978204031343739,1.6165345737999486,0.845560643609203,1.3119213947200659,2.538215646703696
1996-10-01,1.0611916438456959,1.7282151590680876,0.9444386745409933,1.4040490730811468,2.6909176767649625
1996-11-01,1.0744268983197973,1.7389567706120506,0.9589722543454415,1.4310920262676492,2.7075681624884886
1996-12-01,1.188369200507615,1.873240952446439,1.1385071642261204,1.5856873754479388,2.835849465702776
1997-01-01,1.2231874940350047,1.9109067993374154,1.1692046428209157,1.6412860670403637,2.872136532569238
1997-02-01,1.3741513551398796,2.1228697505418115,1.2067619356704038,1.8079117677596857,3.2014487193323213
1997-03-01,1.4595102239480635,2.225247574948723,1.325360058357269,1.8826667633902254,3.3251285889957667
1997-04-01,1.4315947012743155,2.199162282250277,1.2191355017121526,1.8363320805649894,3.3004930278817572
1997-05-01,1.5644900093704222,2.3957977910787958,1.28952866915826,2.0224312802052027,3.6031023095897616
1997-06-01,1.6369265734072638,2.5077148275059087,1.3054171767468092,2.1135925074648267,3.775518356401261
1997-07-01,1.8067882326978093,2.778643592664404,1.4715770992031505,2.3573984242350496,4.152320022216321
1997-08-01,2.009787868455513,3.0152836547370887,1.680760618161001,2.519885810214782,4.4789216483397505
1997-09-01,1.8263973532985964,2.729292943996633,1.4473702166238174,2.326541387359366,4.018293587922413
1997-10-01,2.0231826535361326,2.968324719513669,1.603038009729328,2.5153117884740297,4.33695731233747
1997-11-01,1.8107571543777343,2.7095471696625175,1.3769270907037463,2.2789246393671534,4.060388875394556
1997-12-01,1.9209831028834508,2.878393783991048,1.436309561373005,2.4663715384243563,4.334787189610216
1998-01-01,2.0041928246951537,3.003269058646569,1.4727509543666,2.579409000629032,4.539239809753679
1998-02-01,2.266741023095388,3.500516769583358,1.5960807888656354,2.9733563170013038,5.387922473429988
1998-03-01,2.4538779552366865,3.6004551070109456,1.7296684546712027,3.036050273110909,5.417752242346044
1998-04-01,2.6970613210272685,3.820795030088013,1.9590835379842826,3.280139107143096,5.570466491207956
1998-05-01,2.6581704177375425,3.6827170480229103,1.943929211771571,3.183483788615136,5.246982915930501
1998-06-01,2.7336337739304057,3.7216818810073047,2.1551755604608225,3.2492002651743093,5.224356740309205
1998-07-01,2.844841902517537,3.877697039127901,2.2074703806152374,3.39805354156778,5.467632836535632
1998-08-01,2.7945438641119784,3.7646928519391905,1.8906386021262065,3.272446353805269,5.345934065675157
1998-09-01,2.2972565044020716,3.2764335089542236,1.4448510170131228,2.8674386196777526,4.822864943512938
1998-10-01,1.9178901187896322,2.9017223466320434,1.1423269108194192,2.6270088691156164,4.413543272215598
1998-11-01,2.3342112525822767,3.410409267103348,1.4888896172341397,3.0278340347977606,5.083297469591104
1998-12-01,2.3833603715109297,3.4569555024274354,1.3895351684030157,3.0578602311255683,5.176974483383887
1999-01-01,2.631072330925182,3.7907102543086975,1.4567227966992113,3.3513325575921695,5.682741583214683
1999-02-01,2.911976487242251,4.129916144118387,1.4498250069407557,3.575901667808018,6.2032936797598595
1999-03-01,2.8102902845402173,3.978923405678079,1.3954427284469388,3.3688266381948524,5.947158076197004
1999-04-01,2.8993810607697514,4.123800291954145,1.5582053736997674,3.4456184399707097,6.189838309407309
1999-05-01,3.0357245011166634,4.115182325004899,1.917842081404024,3.393940873414212,5.8924168955792675
1999-06-01,2.8904034308482074,3.9717083276101786,1.767297892479973,3.265383149911506,5.72832629381935
1999-07-01,3.0964547439578163,4.201958096566681,1.9878688446072328,3.4642469742655093,5.956077432454704
1999-08-01,2.9198616611564403,3.9550306866103115,2.0021517943514033,3.2054990382748088,5.520668282333371
1999-09-01,3.0198337973824585,4.087241330309651,2.0409547283134284,3.338530555700432,5.683891992181579
1999-10-01,2.9196292122597503,3.9640737509800816,1.8792916251736054,3.199453494460273,5.539168566816712
1999-11-01,3.161960136158461,4.30133663296164,1.9629600856738236,3.3844356178423802,6.0808832074472186
1999-12-01,3.6273813642673476,4.865001696118961,2.1249538499612157,3.651121688477301,6.862146833788524
2000-01-01,4.126207641572701,5.168447905187189,2.3979912479591783,3.7043594807595452,6.99330532471601
2000-02-01,4.084458291289921,5.0447431307317645,2.0110728904245962,3.527990910830024,6.989476267916896
2000-03-01,4.544784510152311,5.4211307801639075,1.9868263172036906,3.813436711666389,7.6367279971966875
2000-04-01,4.360940660953535,5.455872128462583,2.192702845014256,3.936203135319493,7.737206262307962
2000-05-01,4.398996393756505,5.531755150821898,2.151236036785866,4.009461946949968,7.9552806483749965
2000-06-01,4.2144483980880825,5.353671583295288,1.9837156100065767,3.9780611727279434,7.678687407340994
2000-07-01,4.144068601457084,5.372052445556979,1.9730900530209232,3.9362324038951413,7.86991794756296
2000-08-01,4.158813664258697,5.404851918594896,2.0499297767951417,4.002154183396772,7.958491751591997
2000-09-01,4.393780752952692,5.6521545291142035,2.113674647094185,4.1366979980464835,8.344992881868045
2000-10-01,4.042607286172893,5.454033773327438,1.9284071341528273,4.1593416057708765,8.229253742479536
2000-11-01,4.186387683454868,5.579721441558842,2.258613185944778,4.238561615042291,8.248972102840192
2000-12-01,3.8776079388677482,5.341444817859026,2.2201505865113598,4.15187389292885,7.982564703199866
2001-01-01,3.8073003464153805,5.220035342936095,2.4550804393903167,4.0687753434813985,7.714877634044251
2001-02-01,3.779008990269586,5.053862787162158,2.3691463648340148,3.8802477842371346,7.342544053372701
2001-03-01,3.398533036118406,4.801699076078894,2.3938373417264414,3.8465998100630197,7.10666570806421
2001-04-01,3.2038721809626525,4.599073552614339,2.1620305508884488,3.6911264312408445,6.843095237140547
2001-05-01,3.5023331463475764,4.8505230777917845,2.2667133684305645,3.8019307873707904,7.1167130252842625
2001-06-01,3.4673129878633926,4.974912531345477,2.312127443014432,4.012136408434813,7.399525522627291
2001-07-01,3.3513836864701543,4.8880588913263034,2.272342502998103,3.980281588597892,7.319168009069416
2001-08-01,3.140399601986708,4.6515215837687744,2.197946836048216,3.8697814816382663,7.020064260774528
2001-09-01,2.7929349202927334,4.194206241744477,1.9682018935703736,3.5515174082689924,6.294042573157967
2001-10-01,2.36987198842501,3.8732812136582204,1.55688880829939,3.239943991737172,6.022716634207089
2001-11-01,2.6253018827357324,4.104765752622835,1.7224105913234735,3.372093593891787,6.289451174048161
2001-12-01,2.774011801224824,4.1500590400189035,1.9450316745309266,3.3220060817741937,6.170352507142717
2002-01-01,2.8863629011091327,4.285481682846699,1.9570598301700093,3.4287813486476293,6.367312164849738
2002-02-01,2.7887281166813165,4.177402158056257,2.0568402344092305,3.411385929776639,6.122869201604599
2002-03-01,2.7949959707840026,4.275184067769128,2.1407983321288655,3.4958986567421673,6.325409945200629
2002-04-01,2.889550858717137,4.314843554517632,2.2698170309692873,3.5433344910690017,6.340063103160017
2002-05-01,2.6926522159182302,4.080849376610904,2.1794671159933734,3.451260140883349,5.991524168668665
2002-06-01,2.507035910558465,3.778921157935354,2.14515334988122,3.222376777066897,5.440969088205342
2002-07-01,2.2085142656129833,3.431048978953011,2.0217692940875267,2.9639657149945062,4.959431307215491
2002-08-01,1.7404270156678507,2.8603882101399463,1.5165758994813214,2.4390848711569295,4.27968798961538
2002-09-01,1.7721640117060327,2.8420976531600926,1.5721127846852532,2.4801793143926862,4.134038054592197
2002-10-01,1.464145784801523,2.6028315593387497,1.2711199248450737,2.2429623652228807,4.0089202402636195
2002-11-01,1.619607066301429,2.720750366384052,1.3144760089607501,2.267246912556235,4.121492981565246
2002-12-01,1.8277434069057474,2.8958189250790825,1.5141637511312303,2.325271300726583,4.236084156026277
2003-01-01,1.517422766585972,2.5469381549907606,1.284829970953988,2.081065277464288,3.7932444544869273
2003-02-01,1.423329211964369,2.420185094636142,1.0734774689562976,2.008841726537351,3.6468731460923505
2003-03-01,1.278432546299326,2.218660992472929,0.8813055154562708,1.8060436792340377,3.356242254785726
2003-04-01,1.2264711496158773,2.184317201646767,0.8346378001202761,1.7744242216002397,3.344677443932987
2003-05-01,1.4636984642072925,2.4756418897563197,1.089677478699997,2.0212647281720932,3.736013375215284
2003-06-01,1.5163936561850249,2.5240503878851692,1.0447940946472865,2.05712701014138,3.8043268238796393
2003-07-01,1.488477456477045,2.470903540510618,1.03245222927508,2.042305579590545,3.7134912746614988
2003-08-01,1.643669993739528,2.614562184467946,1.2760486003474647,2.1152389126944886,3.7996187162644337
2003-09-01,1.7576784382519202,2.761772759541173,1.3623778808811373,2.245003416352632,3.9775205291746127
2003-10-01,1.639019315199652,2.652258916871889,1.1682738775399457,2.1416015865646876,3.913603718430545
2003-11-01,1.855365415719108,2.899177488143968,1.2991557023701097,2.3006564755507206,4.204467515794991
2003-12-01,1.8975933304577517,2.9709384106458607,1.3948053168560623,2.3575767580631126,4.296307326905599
2004-01-01,1.9164731533422685,2.998648493379597,1.454318942211859,2.4344550778012435,4.3058005102537775
2004-02-01,2.03087222402919,3.119038138502975,1.4964344751222038,2.509064751601823,4.486499715872566
2004-03-01,2.129795845288415,3.2193563508212564,1.5192285511674024,2.6232109733882565,4.53541104064818
2004-04-01,2.045741027728753,3.1210445657254375,1.422451336657988,2.5715128733279093,4.424829859781028
2004-05-01,2.044181547582522,3.1951699612670037,1.495999639974598,2.6610393420563767,4.631524139795502
2004-06-01,1.983547905952174,3.1380406774629708,1.4755109054245246,2.6266617139986703,4.554293467816501
2004-07-01,2.0364585785118763,3.15501712395283,1.5704564321193903,2.6671174482831104,4.513790813660645
2004-08-01,1.9967173605356172,3.14688242972832,1.5335142689893662,2.6779782711143394,4.481638654974567
2004-09-01,1.9957455356521026,3.15858711855779,1.5091561076924203,2.6880333466786794,4.4871683869753936
2004-10-01,2.1013370306273824,3.2661410230110812,1.6295168180731467,2.756642621322024,4.55247336319946
2004-11-01,2.0911304472069205,3.2051076698087613,1.6266937521812124,2.760895349506823,4.431929203599141
2004-12-01,2.1711567712135977,3.2486047607285635,1.7769237425577054,2.7424682303021046,4.37359669553625
2005-01-01,2.2204383860925003,3.323029052032405,1.818402730647027,2.8474610287555726,4.494844127412107
2005-02-01,2.2919184283546477,3.3819526737035788,1.851146655736733,2.928868399197374,4.491073884058965
2005-03-01,2.389244537143489,3.5285360638219103,2.0408365772985624,3.015743722446042,4.669173812110191
2005-04-01,2.340438401939166,3.461245705068902,2.024385431841007,2.986473919616846,4.600333868531024
2005-05-01,2.274584148414216,3.499825649487126,1.8722353830914178,3.0439951745727645,4.8336046842804805
2005-06-01,2.4634291136516326,3.7714728506525472,2.047292338774806,3.2897977758920818,5.185925729219805
2005-07-01,2.525470995146736,3.794598262968978,2.0695620483940935,3.3308682246606622,5.139263906367146
2005-08-01,2.6290805799250303,3.9324817521151294,2.207964519829899,3.412000743979636,5.295415066865775
2005-09-01,2.646361818554531,3.9612771398780846,2.21808183393778,3.460561079090361,5.274580943127768
2005-10-01,2.833995966705698,4.228018229373519,2.462159842894186,3.6860889909634085,5.591224668066944
2005-11-01,2.7244584667162637,4.129981962908125,2.313403834920756,3.544906141630559,5.552796450267904
2005-12-01,2.8984727723610253,4.32426250587744,2.5529256432329834,3.7507242295723042,5.7205289456612585
2006-01-01,3.0117213185580782,4.4568265095037765,2.6879822528715738,3.8850640308014897,5.827057559026479
2006-02-01,3.1980729650661113,4.654864817391594,2.8432730729337363,4.115150198949189,5.909669761801567
2006-03-01,3.2632223987509894,4.674388655566992,2.8447297571524097,4.221079551153767,5.869452591750992
2006-04-01,3.39647102887792,4.865322593439245,2.910625517885578,4.296171829423588,6.087279081529556
2006-05-01,3.3991687000943394,4.895652415695224,2.996898647983663,4.3093214382762115,6.1062733104357445
2006-06-01,3.185399458744503,4.645462116994994,2.7670428701814993,4.114185504335627,5.859289281118526
2006-07-01,3.2174047471367024,4.743076401786326,2.8140003497351525,4.17330861217389,6.010823581757033
2006-08-01,3.2089808526875987,4.7623188209715295,2.845733350835156,4.246353106387573,6.024348624919773
2006-09-01,3.3910156494390002,4.964291072162675,2.9887052843656146,4.460762046959769,6.24001261705805
2006-10-01,3.45248955468304,4.988953319738181,3.0933884014727906,4.565135806382043,6.208517911670283
2006-11-01,3.6508646787360033,5.174619464716404,3.2640091475568385,4.672389175097551,6.2446498731114835
2006-12-01,3.5675055897260664,5.0169951944302245,3.250235264814363,4.640918362278846,5.968224868956603
2007-01-01,3.7727029319274803,5.2249816840040495,3.5106551166140645,4.862786815438857,6.1029401644980315
2007-02-01,3.953941523396435,5.4684204653615325,3.7210874319154508,5.052362406683156,6.398174904117903
2007-03-01,3.7616160938169303,5.212313246548162,3.4857203978522175,4.811426897329626,6.0895423468814025
2007-04-01,3.954421301880377,5.391742455740133,3.914822863702377,5.072044487689219,6.093333863645619
2007-05-01,4.095689147439679,5.567002324610038,4.073984813995397,5.251559748947842,6.296442319337231
2007-06-01,4.353228933679342,5.810898585164997,4.299232463738495,5.517727277715503,6.3031002407770655
2007-07-01,4.266264469764495,5.7025262397196945,4.480406809345328,5.3741722721661,6.081932469933827
2007-08-01,4.022312090262458,5.429044362790237,4.257879472252196,5.1095259265695026,5.865798067487968
2007-09-01,4.076194157338001,5.483122424484222,4.346373770503934,5.200035318059959,5.881196254282323
2007-10-01,4.203649020507904,5.630983977010291,4.452734149271835,5.346294143749183,5.827498317798424
2007-11-01,4.1921043184634685,5.5500617599202595,4.427759060361671,5.423537982702204,5.6497073596320595
2007-12-01,4.0599844631909034,5.517987915367959,4.3698191206669295,5.41838873557813,5.719753518057304
2008-01-01,3.9876741367981614,5.393857968105566,4.669479339699863,5.3584696063346815,5.488345352493825
2008-02-01,3.5706909320834805,4.922590242194317,4.179890286987921,4.7630957505441165,5.006994255934423
2008-03-01,3.4016235556282313,4.724491145286903,4.098132296145255,4.539885285795876,4.719161428995457
2008-04-01,3.364820628279334,4.629783848602372,4.200171525611483,4.511275121557042,4.643439074210054
2008-05-01,3.4859132436811424,4.77177786978112,4.532303526496849,4.612399547811975,4.578955421515886
2008-06-01,3.503033657013665,4.863283251878139,4.6875453977558985,4.714488313447086,4.626768416865684
2008-07-01,3.0654551152983553,4.460819349811829,4.3627619015023615,4.292390577865799,4.359810028458779
2008-08-01,2.979639589116931,4.38196362863322,4.073405422575838,4.262648405043899,4.5964912746285345
2008-09-01,3.053399656463939,4.490057931576982,4.08197148624243,4.392182221392599,4.823511451568677
2008-10-01,2.531903984587541,3.883902828374741,3.279591493621312,3.932229835257097,4.567148350954666
2008-11-01,2.105804311046229,3.5188675122959188,2.6053156642512567,3.5973653749663193,4.551953813853481
2008-12-01,1.6783288777630823,2.9248915625573844,2.0739014767080763,2.9395291351029633,3.9287822544727824
2009-01-01,1.7842479611641338,3.051111443880156,2.389326153759649,3.1530473042382012,4.0010721765155
2009-02-01,1.611000251459093,2.897038479432561,2.158075457693507,2.935370426525452,3.929778111055388
2009-03-01,1.2946176145946873,2.4229280453876485,1.9597603630260902,2.396993083643569,3.287237047378567
2009-04-01,1.5112072223851554,2.6740721434959918,2.1250940641256637,2.570381910965935,3.5010335341769365
2009-05-01,1.7955817494853072,2.9179443848263915,2.537390482539108,2.8457720827327857,3.555480867630568
2009-06-01,1.9761365869487577,3.146972277229043,2.8538774992199873,3.0430735641597146,3.6772295910715105
2009-07-01,1.889966533221001,3.0886498422050632,2.619102924371888,2.9651376165864947,3.7539444090556566
2009-08-01,2.1778503515153576,3.451917657506038,3.124392156859358,3.2300437632842214,4.082037959769434
2009-09-01,2.183548923208396,3.4596234029597768,3.012713957012961,3.2643290157321068,4.151727798979111
2009-10-01,2.2782162872607943,3.5641588307709893,3.1280969701164514,3.3614446084864658,4.254322440736791
2009-11-01,2.258536396429414,3.5683317839378805,3.2469251033131137,3.2833117310695448,4.21986335141148
2009-12-01,2.435359555258034,3.8313213285256906,3.744493882935544,3.465106657564247,4.4001549416173855
