time,equal_weighted,historical_average,linear_regression_1,ridge_regression_1,lasso_regression_1,Bayesian Regression
1990-10-01,0.05784106347652749,0.16685078319201296,0.031572828840054905,0.3578088578088585,0.34817760627047595,0.28834819246570403
1990-11-01,0.06559694686984172,0.17767369443192033,0.04784476667335397,0.3862470862470868,0.3730493898846625,0.3098416068702962
1990-12-01,0.09582874839353976,0.21858541150689398,0.07594675182392112,0.44918414918414995,0.4303782949871458,0.369221669260721
1991-01-01,0.06909887791074826,0.2007134030517971,0.05027281554593018,0.4578088578088584,0.4355304375991224,0.3747753268968438
1991-02-01,0.0938105917553265,0.22896344001061353,0.0666401334977917,0.4906759906759912,0.4652920544892419,0.4078721768819597
1991-03-01,0.21319451493758942,0.3578078538484397,0.19023591553526548,0.6286713286713292,0.6075976073146704,0.53826491352445
1991-04-01,0.27709358546948726,0.4512493958467216,0.27039956360901146,0.8097902097902103,0.777888827398229,0.7009330971031338
1991-05-01,0.27168594102696286,0.4485172894432172,0.2639967181925543,0.8114219114219117,0.778467600043156,0.7062221635971482
1991-06-01,0.31341740776398785,0.5072990161516582,0.32492319246844015,0.9372960372960379,0.8896525498728024,0.8224840947263247
1991-07-01,0.25677061666261414,0.46097192668187154,0.29360998675356803,0.9461538461538468,0.8946016217854172,0.8205390397781779
1991-08-01,0.28324692373425286,0.4983009840528916,0.31109284936366316,1.0041958041958052,0.9484090294675884,0.8741729080711405
1991-09-01,0.31838523590008744,0.5498777628946637,0.35761937088224316,1.1013986013986026,1.037056194594291,0.9620040112174496
1991-10-01,0.2996913737581581,0.5310946976323497,0.3175884019458738,1.0636363636363648,0.9990756193503288,0.9274392204880261
1991-11-01,0.2635827336889763,0.5227755388886746,0.3257322152278506,1.193006993006994,1.0999209959348561,1.0322079937454567
1991-12-01,0.19902905515888325,0.4547880413589672,0.27353142711332495,1.1489510489510502,1.0437633019175534,0.9884224421865836
1992-01-01,0.2218587019332835,0.5066764682980539,0.33678001764157856,1.3310023310023325,1.1964218005301361,1.1476548876007195
1992-02-01,0.29716777933282973,0.5861373142617217,0.41546957871808365,1.4128205128205145,1.283010403168123,1.228258132640868
1992-03-01,0.3158989828795137,0.5874289197306958,0.40779648804425483,1.3319347319347337,1.2155683561474506,1.1620078022472176
1992-04-01,0.2640853324529231,0.5354697836887914,0.3727916416172739,1.2857808857808877,1.1707625786383802,1.1211331701983163
1992-05-01,0.338692151463082,0.6006788212699088,0.41388904234460355,1.2703962703962723,1.1729868816681737,1.114820807057363
1992-06-01,0.3639186513420805,0.6421546547740797,0.45289196207939597,1.3724941724941746,1.2625950020326855,1.204337065212948
1992-07-01,0.25770984050687107,0.5079210461842699,0.319776368273366,1.147086247086249,1.0515326591035203,1.0015102963211178
1992-08-01,0.19541027198964975,0.4664228461733207,0.2834939313384784,1.1997668997669018,1.0843311229645738,1.0386248631411885
1992-09-01,0.1380396014128097,0.4097836701197057,0.21519472729799596,1.1484848484848502,1.0259677425863785,0.9892970213699135
1992-10-01,0.1397586605208918,0.4228441558017434,0.2382678868338025,1.2384615384615403,1.102068686066071,1.0666105391568286
1992-11-01,0.15589677543273717,0.43835015026845253,0.2654904412381735,1.281118881118883,1.131700244683526,1.1033939010972793
1992-12-01,0.2075044118743035,0.4961555032778845,0.2975950310033226,1.3314685314685333,1.1868195919263418,1.1484571095354041
1993-01-01,0.24258477622674351,0.5332394017207612,0.3227623597521681,1.3592074592074606,1.216540043620107,1.1767682098657415
1993-02-01,0.2595383436651166,0.5110983194191923,0.303439351968212,1.1981351981351995,1.0790956501465727,1.0401117017585662
1993-03-01,0.3186439540407745,0.5485460592261254,0.33483784425035634,1.147552447552449,1.0435603141712242,1.0039398679050062
1993-04-01,0.3225374802609029,0.5416996841910308,0.3109521138351553,1.0750582750582764,0.9813608355354535,0.9430255864839552
1993-05-01,0.3285350572172782,0.5608923602118812,0.3455093260982144,1.1627039627039641,1.0585467866383882,1.017473056217252
1993-06-01,0.3516604967868906,0.6104334165839771,0.38916491071130654,1.3076923076923093,1.186427547886232,1.140497357841769
1993-07-01,0.4078595172089249,0.6517535068677854,0.4111564099328889,1.272494172494174,1.164149019272269,1.1178180000236728
1993-08-01,0.5047929895075007,0.750416167099044,0.49285461787802554,1.342890442890445,1.2472486560189064,1.1922067817192712
1993-09-01,0.5581024351501295,0.8179416756971871,0.5577705884706229,1.4696969696969715,1.3619687806398653,1.3027106569674813
1993-10-01,0.5384578796306733,0.8039527437896682,0.5476797340968423,1.4923076923076941,1.3737120275520347,1.3198349651622276
1993-11-01,0.6266023787224343,0.9145942670496774,0.6263065738493411,1.6608391608391626,1.533799694143778,1.4710538984255468
1993-12-01,0.6368701099586266,0.9367663937127153,0.6508178606387194,1.7172494172494188,1.5874152714961245,1.5215510089863322
1994-01-01,0.7551931520219626,1.0805765728024015,0.7872536376965759,1.92843822843823,1.7857369080907906,1.7169097838900693
1994-02-01,0.8395425918022756,1.1754471973381173,0.8629049665133213,2.0016317016317036,1.8683572489704048,1.7862207238291226
1994-03-01,0.7392133445609712,1.0688419854631952,0.774151093960146,1.871561771561773,1.7493943121616276,1.6674354640985363
1994-04-01,0.6975975547121779,1.0130759195042047,0.73313568959178,1.766666666666668,1.6499089783748893,1.5851024613900047
1994-05-01,0.7300697095194306,1.0278156637262006,0.7526232993507695,1.7020979020979032,1.6071062767682815,1.5419272394265202
1994-06-01,0.626846582208586,0.9269903265616555,0.6629390210543616,1.636829836829838,1.5364491181669724,1.4716109056027082
1994-07-01,0.57036220360947,0.8728818399736048,0.6129585522410729,1.601864801864803,1.501676200518703,1.4331978279566018
1994-08-01,0.6489996605252429,0.9280086615784285,0.6548388164429292,1.5333333333333345,1.4581438475437078,1.3875860223450087
1994-09-01,0.6839135448445344,1.0045385389372041,0.7178198338454819,1.7382284382284392,1.6451909808639344,1.5672875481010573
1994-10-01,0.5814447066893061,0.8868862229197519,0.6144872202492272,1.5955710955710964,1.5105748873683067,1.429017355307202
1994-11-01,0.6123043129604371,0.9209742613212528,0.639532145755317,1.6431235431235445,1.5493405888750142,1.4734242565032574
1994-12-01,0.6090254980874756,0.9240230634540358,0.6507166551248466,1.6948717948717964,1.5884325390899159,1.5119167419314954
1995-01-01,0.6050605595621983,0.9419916566073652,0.6679596040541841,1.7927738927738943,1.6770598073683962,1.5989263733716335
1995-02-01,0.5876592108897591,0.9431863120121099,0.6627087020084329,1.857342657342659,1.7327793451844948,1.6551453014009192
1995-03-01,0.5771253384064213,0.9473908453902212,0.6859918774276366,1.9510489510489526,1.8120506374586551,1.7341623442746494
1995-04-01,0.5420174269669588,0.9256007595433726,0.678100846495767,2.0107226107226124,1.8517730913527364,1.7762223101313444
1995-05-01,0.606137773780188,0.9993033842958613,0.7381911828667812,2.103263403263405,1.9435494720651327,1.8635465292416666
1995-06-01,0.6692078426769477,1.0679169835981015,0.7978924462898491,2.190209790209792,2.0266477779930483,1.9436077564443481
1995-07-01,0.6566020181763192,1.0776288032323902,0.8043403261919635,2.2946386946386963,2.117310414134358,2.0281225039640907
1995-08-01,0.7201349195791701,1.1536255410746445,0.862283368009798,2.3806526806526827,2.207414323494896,2.1140963605842074
1995-09-01,0.7538433708435212,1.2093412052862833,0.9224514644037076,2.5300699300699323,2.3321304556237514,2.2418592877754646
1995-10-01,0.7649321640644123,1.2447644559002486,0.9646196555737706,2.6848484848484873,2.470463089355768,2.3729544309550836
1995-11-01,0.7473824251395614,1.2612013720336568,0.99649275817644,2.8715617715617734,2.6180510083548065,2.5345803300507708
1995-12-01,0.7941655550184153,1.3226030000947337,1.0670020653531702,3.0195804195804214,2.7466370915317735,2.662367824476101
1996-01-01,0.8179624815630891,1.3751021206266076,1.1251073193307748,3.190209790209792,2.8915078257872153,2.8124070332292774
1996-02-01,0.9034926231541527,1.4649873624002967,1.1969868581283412,3.2473193473193502,2.953798337053389,2.8844249878482673
1996-03-01,0.9359399394627822,1.5182511055583274,1.2401818116480525,3.35757575757576,3.054616931284811,2.9834229176068376
1996-04-01,0.9660087912765174,1.607322125954012,1.3219052578981147,3.6482517482517505,3.305200052033551,3.2436809657746397
1996-05-01,1.0108178010750686,1.6392811680175892,1.3256451995265999,3.5862470862470888,3.2609803907132675,3.193009015831301
1996-06-01,0.9915991163843091,1.6020884650078469,1.2931135385050108,3.48694638694639,3.1705563876903233,3.1077230175203328
1996-07-01,1.0020469421831686,1.6403200686773565,1.3374212253178264,3.638228438228441,3.298619190695168,3.2412468525787625
1996-08-01,0.9174253183718085,1.5199522779354073,1.2337260773453738,3.4331002331002356,3.108415388045414,3.051115602487845
1996-09-01,0.978204031343739,1.6165345737999486,1.3185312401767892,3.6505827505827533,3.3046501869538987,3.2462441521710192
1996-10-01,1.0611916438456959,1.7282151590680876,1.4178181652156467,3.8578088578088616,3.4953400321012698,3.4380892690345224
1996-11-01,1.0744268983197973,1.7389567706120506,1.420135366074125,3.8550116550116584,3.487151932740129,3.438219399358888
1996-12-01,1.188369200507615,1.873240952446439,1.5140955131060139,4.018181818181821,3.6406163517879966,3.604262441454204
1997-01-01,1.2231874940350047,1.9109067993374154,1.5326579588212623,4.046153846153849,3.6639457073965724,3.6328856417033584
1997-02-01,1.3741513551398796,2.1228697505418115,1.757343315817085,4.5372960372960405,4.101642831507895,4.05923590822044
1997-03-01,1.4595102239480635,2.225247574948723,1.8506196185636483,4.6927738927738964,4.253622372738198,4.20907552146683
1997-04-01,1.4315947012743155,2.199162282250277,1.8440010503729656,4.6962703962704,4.261430154078217,4.196006466706142
1997-05-01,1.5644900093704222,2.3957977910787958,2.0291386818784085,5.151282051282055,4.663642354074612,4.59622929218926
1997-06-01,1.6369265734072638,2.5077148275059087,2.132684617799561,5.424242424242429,4.91301964152663,4.831750745994082
1997-07-01,1.8067882326978093,2.778643592664404,2.3856193658606744,6.063636363636368,5.488990858742328,5.403669379734587
1997-08-01,2.009787868455513,3.0152836547370887,2.6097776121568717,6.488111888111894,5.879677215387667,5.798308129685592
1997-09-01,1.8263973532985964,2.729292943996633,2.3285490392589674,5.796969696969701,5.2643744758942415,5.17172358456992
1997-10-01,2.0231826535361326,2.968324719513669,2.5496777273046853,6.223310023310028,5.660757470783447,5.559361152753488
1997-11-01,1.8107571543777343,2.7095471696625175,2.3335979159790563,5.859440559440564,5.289911461697705,5.216965252360935
1997-12-01,1.9209831028834508,2.878393783991048,2.488924421331873,6.250116550116554,5.620220350170452,5.56101811598819
1998-01-01,2.0041928246951537,3.003269058646569,2.6271769127816897,6.617016317016322,5.930034584784675,5.881119978588274
1998-02-01,2.266741023095388,3.500516769583358,3.1479572316567612,8.0941724941725,7.229960947025902,7.164589951910285
1998-03-01,2.4538779552366865,3.6004551070109456,3.231824917635767,7.898368298368306,7.083952227565088,7.0161980350854085
1998-04-01,2.6970613210272685,3.820795030088013,3.4014312594510274,7.965034965034974,7.164573496837115,7.106861551593612
1998-05-01,2.6581704177375425,3.6827170480229103,3.2299712538712724,7.418881118881126,6.704992930228583,6.636245578377779
1998-06-01,2.7336337739304057,3.7216818810073047,3.2678707798494653,7.265967365967372,6.576543658098263,6.537114399880987
1998-07-01,2.844841902517537,3.877697039127901,3.3990091504333324,7.613286713286719,6.860838778149999,6.843974507092522
1998-08-01,2.7945438641119784,3.7646928519391905,3.2907142587105596,7.394638694638701,6.648317410055407,6.611240436286628
1998-09-01,2.2972565044020716,3.2764335089542236,2.8463494997994294,6.856410256410263,6.116320736147428,6.085690122757497
1998-10-01,1.9178901187896322,2.9017223466320434,2.475502346363477,6.36480186480187,5.65041540647171,5.619836023637199
1998-11-01,2.3342112525822767,3.410409267103348,2.9686531400312273,7.309557109557115,6.505816077583388,6.480240002259642
1998-12-01,2.3833603715109297,3.4569555024274354,3.0372761918577824,7.436829836829842,6.619529723764617,6.574920439930727
1999-01-01,2.631072330925182,3.7907102543086975,3.349633610564009,8.120279720279726,7.2163998293939615,7.170751160014699
1999-02-01,2.911976487242251,4.129916144118387,3.5967911649821604,8.606060606060613,7.657021255345941,7.585850545093551
1999-03-01,2.8102902845402173,3.978923405678079,3.393721615368597,8.162237762237767,7.27152162717143,7.196764054236252
1999-04-01,2.8993810607697514,4.123800291954145,3.5578475844690987,8.590209790209796,7.6673646672935245,7.5867725418218726
1999-05-01,3.0357245011166634,4.115182325004899,3.4829865792527612,7.9284382284382335,7.145541586272136,7.07055957687414
1999-06-01,2.8904034308482074,3.9717083276101786,3.3150133563215456,7.715850815850821,6.934967429303513,6.8675114002612405
1999-07-01,3.0964547439578163,4.201958096566681,3.4856267160223666,7.970163170163174,7.20548049324953,7.116835304217295
1999-08-01,2.9198616611564403,3.9550306866103115,3.2055245913541697,7.324941724941729,6.6569749368822135,6.56473997312565
1999-09-01,3.0198337973824585,4.087241330309651,3.3335988338177875,7.5892773892773935,6.902405668496253,6.796153010665663
1999-10-01,2.9196292122597503,3.9640737509800816,3.236579010489501,7.449650349650353,6.766636966853721,6.653394559360876
1999-11-01,3.161960136158461,4.30133663296164,3.5215740512615326,8.169930069930073,7.4134700576281665,7.28361301981738
1999-12-01,3.6273813642673476,4.865001696118961,3.8304029569384794,8.880186480186484,8.099924060847417,7.915445243554363
2000-01-01,4.126207641572701,5.168447905187189,3.8552764761789824,8.177622377622383,7.5881623194532,7.3533088279115
2000-02-01,4.084458291289921,5.0447431307317645,3.660754865094633,7.6941724941724985,7.122951846700019,6.885958576223285
2000-03-01,4.544784510152311,5.4211307801639075,3.824262068328488,7.668764568764573,7.084211948373612,6.867482773586529
2000-04-01,4.360940660953535,5.455872128462583,4.114699719216538,8.786946386946392,8.049447955291278,7.85226449719904
2000-05-01,4.398996393756505,5.531755150821898,4.233323643863836,9.137296037296041,8.351785328476343,8.14914229345776
2000-06-01,4.2144483980880825,5.353671583295288,4.156755502287913,9.104895104895109,8.292940363235239,8.096334897487644
2000-07-01,4.144068601457084,5.372052445556979,4.285409766953147,9.61468531468532,8.740417143119084,8.531041172201254
2000-08-01,4.158813664258697,5.404851918594896,4.3717971415914425,9.813752913752918,8.91304255341607,8.712749011944439
2000-09-01,4.393780752952692,5.6521545291142035,4.574049067524634,10.14801864801865,9.253412475859694,9.008884983405409
2000-10-01,4.042607286172893,5.454033773327438,4.573203887526345,10.713519813519817,9.676836765026888,9.464361023387877
2000-11-01,4.186387683454868,5.579721441558842,4.632925525055742,10.640326340326343,9.64701572338575,9.448114143516612
2000-12-01,3.8776079388677482,5.341444817859026,4.557191246812854,10.78601398601399,9.726928604477903,9.567064408912938
2001-01-01,3.8073003464153805,5.220035342936095,4.450479378367554,10.431934731934735,9.429193939598319,9.296736885613809
2001-02-01,3.779008990269586,5.053862787162158,4.25234421562456,9.673193473193475,8.778159128780771,8.632433583039564
2001-03-01,3.398533036118406,4.801699076078894,4.205089472463225,9.917715617715618,8.952858871171731,8.842037123722319
2001-04-01,3.2038721809626525,4.599073552614339,4.008249137508439,9.672727272727274,8.714117131360014,8.598260448578335
2001-05-01,3.5023331463475764,4.8505230777917845,4.164792409136357,9.701864801864803,8.802621706044699,8.637658390630975
2001-06-01,3.4673129878633926,4.974912531345477,4.3614574760610525,10.464102564102566,9.473371995250748,9.295517859627259
2001-07-01,3.3513836864701543,4.8880588913263034,4.358098956093667,10.578321678321679,9.53772806937987,9.387691889668208
2001-08-01,3.140399601986708,4.6515215837687744,4.186272981033654,10.242424242424242,9.207535822829024,9.090059301173183
2001-09-01,2.7929349202927334,4.194206241744477,3.7809390012536275,9.381351981351981,8.437743147375443,8.316985184916648
2001-10-01,2.36987198842501,3.8732812136582204,3.497997260787318,9.403729603729603,8.393329298541444,8.27735521257614
2001-11-01,2.6253018827357324,4.104765752622835,3.663878423915699,9.542191142191141,8.563326783170941,8.41975846221104
2001-12-01,2.774011801224824,4.1500590400189035,3.6395630912740153,9.101864801864801,8.234554524981798,8.073545701066752
2002-01-01,2.8863629011091327,4.285481682846699,3.771950293786502,9.35174825174825,8.467685721253734,8.289126546569186
2002-02-01,2.7887281166813165,4.177402158056257,3.657898780983599,9.137296037296036,8.301177965456793,8.118260024382826
2002-03-01,2.7949959707840026,4.275184067769128,3.7945774234576968,9.56223776223776,8.681559922701297,8.493483463454778
2002-04-01,2.889550858717137,4.314843554517632,3.847572825971167,9.439160839160838,8.570812320077179,8.40795753028605
2002-05-01,2.6926522159182302,4.080849376610904,3.681322375455244,9.127505827505829,8.256892419484624,8.128020666946165
2002-06-01,2.507035910558465,3.778921157935354,3.3715506249361735,8.3,7.543321494169517,7.412167494440682
2002-07-01,2.2085142656129833,3.431048978953011,3.0516585643705096,7.738461538461538,7.0182525474683395,6.914379854819524
2002-08-01,1.7404270156678507,2.8603882101399463,2.540640942962279,6.827972027972027,6.146408187109932,6.063273701690106
2002-09-01,1.7721640117060327,2.8420976531600926,2.468880099418714,6.553613053613053,5.918210895768049,5.8357946740183655
2002-10-01,1.464145784801523,2.6028315593387497,2.2820326498166037,6.571561771561771,5.89900495599177,5.807533254947508
2002-11-01,1.619607066301429,2.720750366384052,2.35313501997489,6.6,5.948834172982085,5.8382661523587736
2002-12-01,1.8277434069057474,2.8958189250790825,2.470555755766779,6.593939393939393,5.986969568485362,5.860828598836828
2003-01-01,1.517422766585972,2.5469381549907606,2.1441266705420734,6.071328671328671,5.487711239301538,5.380282262922528
2003-02-01,1.423329211964369,2.420185094636142,2.044858347571322,5.844289044289043,5.2666703196025395,5.155764527286806
2003-03-01,1.278432546299326,2.218660992472929,1.8693799029587133,5.46130536130536,4.931372281863817,4.798840645225419
2003-04-01,1.2264711496158773,2.184317201646767,1.815885931434532,5.472261072261072,4.924988582820712,4.802394026121419
2003-05-01,1.4636984642072925,2.4756418897563197,2.112188630684841,6.011655011655011,5.408850517388792,5.302404716985139
2003-06-01,1.5163936561850249,2.5240503878851692,2.1304076930641522,6.0459207459207445,5.4416179966714635,5.3250999236693906
2003-07-01,1.488477456477045,2.470903540510618,2.102985008951273,5.910256410256409,5.319289544522306,5.207022959036427
2003-08-01,1.643669993739528,2.614562184467946,2.214644518500629,5.969930069930069,5.419685775246152,5.2916315396757465
2003-09-01,1.7576784382519202,2.761772759541173,2.3480212861565164,6.192773892773892,5.651332034997436,5.493584751952657
2003-10-01,1.639019315199652,2.652258916871889,2.261028779252934,6.178787878787879,5.602486136306421,5.454604644732798
2003-11-01,1.855365415719108,2.899177488143968,2.463464523807077,6.522377622377621,5.957258493537285,5.765595988751455
2003-12-01,1.8975933304577517,2.9709384106458607,2.5191297156866392,6.664568764568763,6.079896254835216,5.901733806589721
2004-01-01,1.9164731533422685,2.998648493379597,2.551762445533692,6.712121212121211,6.117481239204876,5.951291987520788
2004-02-01,2.03087222402919,3.119038138502975,2.6543533838869973,6.865501165501165,6.2589394170912875,6.089439990811193
2004-03-01,2.129795845288415,3.2193563508212564,2.6900644876891535,6.882983682983682,6.315836660881309,6.105377238120011
2004-04-01,2.045741027728753,3.1210445657254375,2.613189367169407,6.754079254079253,6.1853365409429815,5.981623421208098
2004-05-01,2.044181547582522,3.1951699612670037,2.7543621127757434,7.162470862470862,6.500785282047001,6.34406068269658
2004-06-01,1.983547905952174,3.1380406774629708,2.6929329917756513,7.0997668997669,6.450369361979769,6.286772299762223
2004-07-01,2.0364585785118763,3.15501712395283,2.697812331146361,6.956876456876457,6.333893859753623,6.178395744116599
2004-08-01,1.9967173605356172,3.14688242972832,2.6870797652524243,7.017249417249417,6.398565334946379,6.222722611619197
2004-09-01,1.9957455356521026,3.15858711855779,2.6940514943724363,7.073659673659673,6.449022806708759,6.267137830956851
2004-10-01,2.1013370306273824,3.2661410230110812,2.747282239759369,7.118881118881118,6.521184291724205,6.322188016808503
2004-11-01,2.0911304472069205,3.2051076698087613,2.6687044146875096,6.869696969696969,6.282636237142281,6.109959418880158
2004-12-01,2.1711567712135977,3.2486047607285635,2.6526582266316034,6.697668997668997,6.164477315623859,5.983043654351863
2005-01-01,2.2204383860925003,3.323029052032405,2.7578321321291654,6.9081585081585075,6.332042652976594,6.170356167123675
2005-02-01,2.2919184283546477,3.3819526737035788,2.79219007088659,6.852913752913753,6.310639737830013,6.125902714026639
2005-03-01,2.389244537143489,3.5285360638219103,2.9201906565646607,7.147552447552446,6.599459250017158,6.404461849764615
2005-04-01,2.340438401939166,3.461245705068902,2.8622433484749457,7.027039627039626,6.472314770832339,6.300148447357263
2005-05-01,2.274584148414216,3.499825649487126,2.9437414848830863,7.530536130536127,6.872960834102441,6.711224564520005
2005-06-01,2.4634291136516326,3.7714728506525472,3.198488969041516,8.077622377622376,7.385965428219512,7.204196149519263
2005-07-01,2.525470995146736,3.794598262968978,3.207977648961668,7.932167832167831,7.273779207165329,7.082103736204398
2005-08-01,2.6290805799250303,3.9324817521151294,3.3556086761605646,8.187412587412586,7.52137612384467,7.319672939599954
2005-09-01,2.646361818554531,3.9612771398780846,3.343083940411787,8.168997668997669,7.529678933066398,7.303541932031663
2005-10-01,2.833995966705698,4.228018229373519,3.5688744760788453,8.677855477855477,8.03159419405322,7.7724105758638204
2005-11-01,2.7244584667162637,4.129981962908125,3.4962006838985564,8.697435897435897,8.020032735733535,7.768512864652651
2005-12-01,2.8984727723610253,4.32426250587744,3.6586759923602994,8.941491841491843,8.27758623482482,8.010691379658574
2006-01-01,3.0117213185580782,4.4568265095037765,3.7527256386183425,9.07902097902098,8.429600107878136,8.146571473875495
2006-02-01,3.1980729650661113,4.654864817391594,3.884268719272357,9.188111888111889,8.615245259230338,8.257041919796773
2006-03-01,3.2632223987509894,4.674388655566992,3.9208098776827005,9.092540792540794,8.518606753164446,8.1763837943461
2006-04-01,3.39647102887792,4.865322593439245,4.106106638768942,9.426573426573427,8.875998012263095,8.468254194157245
2006-05-01,3.3991687000943394,4.895652415695224,4.091695132730433,9.478088578088578,8.931068603310644,8.524203400822424
2006-06-01,3.185399458744503,4.645462116994994,3.8618898647504873,9.137296037296037,8.582209759907077,8.201039373020254
2006-07-01,3.2174047471367024,4.743076401786326,3.955810414256806,9.453613053613054,8.876356031649399,8.477502551264042
2006-08-01,3.2089808526875987,4.7623188209715295,3.965276291334979,9.552913752913755,8.961279837014942,8.566733093987846
2006-09-01,3.3910156494390002,4.964291072162675,4.155437000832478,9.82983682983683,9.226313995278337,8.824137318521613
